Id;Question;Chart
298;There is evidence in favour for sequential backward selection to select variable hours-per-week previously than variable educational-num.;'adult_correlation_heatmap'
299;There is evidence in favour for sequential backward selection to select variable age previously than variable capital-gain.;'adult_correlation_heatmap'
300;There is evidence in favour for sequential backward selection to select variable fnlwgt previously than variable capital-gain.;'adult_correlation_heatmap'
301;There is evidence in favour for sequential backward selection to select variable educational-num previously than variable capital-gain.;'adult_correlation_heatmap'
302;There is evidence in favour for sequential backward selection to select variable capital-loss previously than variable capital-gain.;'adult_correlation_heatmap'
303;There is evidence in favour for sequential backward selection to select variable hours-per-week previously than variable capital-gain.;'adult_correlation_heatmap'
304;There is evidence in favour for sequential backward selection to select variable age previously than variable capital-loss.;'adult_correlation_heatmap'
305;There is evidence in favour for sequential backward selection to select variable fnlwgt previously than variable capital-loss.;'adult_correlation_heatmap'
306;There is evidence in favour for sequential backward selection to select variable educational-num previously than variable capital-loss.;'adult_correlation_heatmap'
307;There is evidence in favour for sequential backward selection to select variable capital-gain previously than variable capital-loss.;'adult_correlation_heatmap'
308;There is evidence in favour for sequential backward selection to select variable hours-per-week previously than variable capital-loss.;'adult_correlation_heatmap'
309;There is evidence in favour for sequential backward selection to select variable age previously than variable hours-per-week.;'adult_correlation_heatmap'
310;There is evidence in favour for sequential backward selection to select variable fnlwgt previously than variable hours-per-week.;'adult_correlation_heatmap'
311;There is evidence in favour for sequential backward selection to select variable educational-num previously than variable hours-per-week.;'adult_correlation_heatmap'
312;There is evidence in favour for sequential backward selection to select variable capital-gain previously than variable hours-per-week.;'adult_correlation_heatmap'
313;There is evidence in favour for sequential backward selection to select variable capital-loss previously than variable hours-per-week.;'adult_correlation_heatmap'
314;The first 2 principal components are enough for explaining half the data variance.;'adult_pca'
315;The first 3 principal components are enough for explaining half the data variance.;'adult_pca'
316;The first 4 principal components are enough for explaining half the data variance.;'adult_pca'
317;Scaling this dataset would be mandatory to improve the results with distance-based methods.;'adult_boxplots'
318;Removing variable age might improve the training of decision trees .;'adult_correlation_heatmap'
319;Removing variable fnlwgt might improve the training of decision trees .;'adult_correlation_heatmap'
320;Removing variable educational-num might improve the training of decision trees .;'adult_correlation_heatmap'
321;Removing variable capital-gain might improve the training of decision trees .;'adult_correlation_heatmap'
322;Removing variable capital-loss might improve the training of decision trees .;'adult_correlation_heatmap'
323;Removing variable hours-per-week might improve the training of decision trees .;'adult_correlation_heatmap'
324;Not knowing the semantics of age variable, dummification could have been a more adequate codification.;'adult_histograms'
325;Not knowing the semantics of workclass variable, dummification could have been a more adequate codification.;'adult_histograms'
326;Not knowing the semantics of fnlwgt variable, dummification could have been a more adequate codification.;'adult_histograms'
327;Not knowing the semantics of education variable, dummification could have been a more adequate codification.;'adult_histograms'
328;Not knowing the semantics of educational-num variable, dummification could have been a more adequate codification.;'adult_histograms'
329;Not knowing the semantics of marital-status variable, dummification could have been a more adequate codification.;'adult_histograms'
330;Not knowing the semantics of occupation variable, dummification could have been a more adequate codification.;'adult_histograms'
331;Not knowing the semantics of relationship variable, dummification could have been a more adequate codification.;'adult_histograms'
332;Not knowing the semantics of race variable, dummification could have been a more adequate codification.;'adult_histograms'
333;Not knowing the semantics of gender variable, dummification could have been a more adequate codification.;'adult_histograms'
334;Not knowing the semantics of capital-gain variable, dummification could have been a more adequate codification.;'adult_histograms'
335;Not knowing the semantics of capital-loss variable, dummification could have been a more adequate codification.;'adult_histograms'
336;Not knowing the semantics of hours-per-week variable, dummification could have been a more adequate codification.;'adult_histograms'
337;Normalization of this dataset could not have impact on a KNN classifier.;'adult_boxplots'
338;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.;'adult_boxplots'
339;It is better to drop the variable age than removing all records with missing values.;'adult_histograms'
340;It is better to drop the variable workclass than removing all records with missing values.;'adult_histograms'
341;It is better to drop the variable fnlwgt than removing all records with missing values.;'adult_histograms'
342;It is better to drop the variable education than removing all records with missing values.;'adult_histograms'
343;It is better to drop the variable educational-num than removing all records with missing values.;'adult_histograms'
344;It is better to drop the variable marital-status than removing all records with missing values.;'adult_histograms'
345;It is better to drop the variable occupation than removing all records with missing values.;'adult_histograms'
346;It is better to drop the variable relationship than removing all records with missing values.;'adult_histograms'
347;It is better to drop the variable race than removing all records with missing values.;'adult_histograms'
348;It is better to drop the variable gender than removing all records with missing values.;'adult_histograms'
349;It is better to drop the variable capital-gain than removing all records with missing values.;'adult_histograms'
350;It is better to drop the variable capital-loss than removing all records with missing values.;'adult_histograms'
351;It is better to drop the variable hours-per-week than removing all records with missing values.;'adult_histograms'
352;Given the usual semantics of age variable, dummification would have been a better codification.;'adult_histograms'
353;Given the usual semantics of workclass variable, dummification would have been a better codification.;'adult_histograms'
354;Given the usual semantics of fnlwgt variable, dummification would have been a better codification.;'adult_histograms'
355;Given the usual semantics of education variable, dummification would have been a better codification.;'adult_histograms'
356;Given the usual semantics of educational-num variable, dummification would have been a better codification.;'adult_histograms'
357;Given the usual semantics of marital-status variable, dummification would have been a better codification.;'adult_histograms'
358;Given the usual semantics of occupation variable, dummification would have been a better codification.;'adult_histograms'
359;Given the usual semantics of relationship variable, dummification would have been a better codification.;'adult_histograms'
360;Given the usual semantics of race variable, dummification would have been a better codification.;'adult_histograms'
361;Given the usual semantics of gender variable, dummification would have been a better codification.;'adult_histograms'
362;Given the usual semantics of capital-gain variable, dummification would have been a better codification.;'adult_histograms'
363;Given the usual semantics of capital-loss variable, dummification would have been a better codification.;'adult_histograms'
364;Given the usual semantics of hours-per-week variable, dummification would have been a better codification.;'adult_histograms'
365;Feature generation based on the use of variable workclass wouldn’t be useful, but the use of age seems to be promising.;'adult_histograms'
366;Feature generation based on the use of variable fnlwgt wouldn’t be useful, but the use of age seems to be promising.;'adult_histograms'
367;Feature generation based on the use of variable education wouldn’t be useful, but the use of age seems to be promising.;'adult_histograms'
368;Feature generation based on the use of variable educational-num wouldn’t be useful, but the use of age seems to be promising.;'adult_histograms'
369;Feature generation based on the use of variable marital-status wouldn’t be useful, but the use of age seems to be promising.;'adult_histograms'
370;Feature generation based on the use of variable occupation wouldn’t be useful, but the use of age seems to be promising.;'adult_histograms'
