Question;Chart
There is evidence in favour for sequential backward selection to select variable fnlwgt previously than variable hours-per-week.;'adult_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable educational-num previously than variable hours-per-week.;'adult_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable capital-gain previously than variable hours-per-week.;'adult_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable capital-loss previously than variable hours-per-week.;'adult_correlation_heatmap'
The first 2 principal components are enough for explaining half the data variance.;'adult_pca'
The first 3 principal components are enough for explaining half the data variance.;'adult_pca'
The first 4 principal components are enough for explaining half the data variance.;'adult_pca'
Scaling this dataset would be mandatory to improve the results with distance-based methods.;'adult_boxplots'
Removing variable age might improve the training of decision trees .;'adult_correlation_heatmap'
Removing variable fnlwgt might improve the training of decision trees .;'adult_correlation_heatmap'
Removing variable educational-num might improve the training of decision trees .;'adult_correlation_heatmap'
Removing variable capital-gain might improve the training of decision trees .;'adult_correlation_heatmap'
Removing variable capital-loss might improve the training of decision trees .;'adult_correlation_heatmap'
Removing variable hours-per-week might improve the training of decision trees .;'adult_correlation_heatmap'
Not knowing the semantics of age variable, dummification could have been a more adequate codification.;'adult_histograms'
Not knowing the semantics of workclass variable, dummification could have been a more adequate codification.;'adult_histograms'
Not knowing the semantics of fnlwgt variable, dummification could have been a more adequate codification.;'adult_histograms'
Not knowing the semantics of education variable, dummification could have been a more adequate codification.;'adult_histograms'
Not knowing the semantics of educational-num variable, dummification could have been a more adequate codification.;'adult_histograms'
Not knowing the semantics of marital-status variable, dummification could have been a more adequate codification.;'adult_histograms'
Not knowing the semantics of occupation variable, dummification could have been a more adequate codification.;'adult_histograms'
Not knowing the semantics of relationship variable, dummification could have been a more adequate codification.;'adult_histograms'
Not knowing the semantics of race variable, dummification could have been a more adequate codification.;'adult_histograms'
Not knowing the semantics of gender variable, dummification could have been a more adequate codification.;'adult_histograms'
Not knowing the semantics of capital-gain variable, dummification could have been a more adequate codification.;'adult_histograms'
Not knowing the semantics of capital-loss variable, dummification could have been a more adequate codification.;'adult_histograms'
Not knowing the semantics of hours-per-week variable, dummification could have been a more adequate codification.;'adult_histograms'
Normalization of this dataset could not have impact on a KNN classifier.;'adult_boxplots'
Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.;'adult_boxplots'
It is better to drop the variable age than removing all records with missing values.; 'adult_histograms'
It is better to drop the variable workclass than removing all records with missing values.; 'adult_histograms'
It is better to drop the variable fnlwgt than removing all records with missing values.; 'adult_histograms'
It is better to drop the variable education than removing all records with missing values.; 'adult_histograms'
It is better to drop the variable educational-num than removing all records with missing values.; 'adult_histograms'
It is better to drop the variable marital-status than removing all records with missing values.; 'adult_histograms'
It is better to drop the variable occupation than removing all records with missing values.; 'adult_histograms'
It is better to drop the variable relationship than removing all records with missing values.; 'adult_histograms'
It is better to drop the variable race than removing all records with missing values.; 'adult_histograms'
It is better to drop the variable gender than removing all records with missing values.; 'adult_histograms'
It is better to drop the variable capital-gain than removing all records with missing values.; 'adult_histograms'
It is better to drop the variable capital-loss than removing all records with missing values.; 'adult_histograms'
It is better to drop the variable hours-per-week than removing all records with missing values.; 'adult_histograms'
Given the usual semantics of age variable, dummification would have been a better codification.;'adult_histograms'
Given the usual semantics of workclass variable, dummification would have been a better codification.;'adult_histograms'
Given the usual semantics of fnlwgt variable, dummification would have been a better codification.;'adult_histograms'
Given the usual semantics of education variable, dummification would have been a better codification.;'adult_histograms'
Given the usual semantics of educational-num variable, dummification would have been a better codification.;'adult_histograms'
Given the usual semantics of marital-status variable, dummification would have been a better codification.;'adult_histograms'
Given the usual semantics of occupation variable, dummification would have been a better codification.;'adult_histograms'
Given the usual semantics of relationship variable, dummification would have been a better codification.;'adult_histograms'
Given the usual semantics of race variable, dummification would have been a better codification.;'adult_histograms'
Given the usual semantics of gender variable, dummification would have been a better codification.;'adult_histograms'
Given the usual semantics of capital-gain variable, dummification would have been a better codification.;'adult_histograms'
Given the usual semantics of capital-loss variable, dummification would have been a better codification.;'adult_histograms'
Given the usual semantics of hours-per-week variable, dummification would have been a better codification.;'adult_histograms'
Feature generation based on the use of variable workclass wouldn’t be useful, but the use of age seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable fnlwgt wouldn’t be useful, but the use of age seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable education wouldn’t be useful, but the use of age seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable educational-num wouldn’t be useful, but the use of age seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable marital-status wouldn’t be useful, but the use of age seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable occupation wouldn’t be useful, but the use of age seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable relationship wouldn’t be useful, but the use of age seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable race wouldn’t be useful, but the use of age seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable gender wouldn’t be useful, but the use of age seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable capital-gain wouldn’t be useful, but the use of age seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable capital-loss wouldn’t be useful, but the use of age seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable hours-per-week wouldn’t be useful, but the use of age seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable age wouldn’t be useful, but the use of workclass seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable fnlwgt wouldn’t be useful, but the use of workclass seems to be promising.; 'adult_histograms'
Feature generation based on the use of variable education wouldn’t be useful, but the use of workclass seems to be promising.; 'adult_histograms'
