no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,avg_price_per_room,no_of_special_requests,booking_status
2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,0,130.0,0,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,57,2018,12,9,0,126.0,2,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,6,12,0,94.35,1,Not_Canceled
3,0,2,4,Meal Plan 1,0,Room_Type 4,109,2018,7,6,0,118.46,4,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,0,90.6,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,33,2018,3,5,0,82.9,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,11,2017,8,18,0,95.33,1,Not_Canceled
3,0,2,5,Meal Plan 1,0,Room_Type 4,40,2018,4,21,0,135.64,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,45,2018,6,18,0,122.4,0,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,41,2018,5,9,0,116.1,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,167,2018,6,28,0,62.18,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,62,2018,3,9,0,63.75,0,Canceled
1,0,1,4,Meal Plan 1,0,Room_Type 1,113,2018,9,7,0,118.8,0,Canceled
2,0,0,2,Not Selected,1,Room_Type 1,1,2018,8,10,0,167.0,0,Not_Canceled
2,2,2,2,Meal Plan 1,0,Room_Type 6,84,2018,5,13,0,187.85,1,Not_Canceled
0,2,2,2,Meal Plan 1,0,Room_Type 1,68,2018,4,24,0,108.38,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 2,9,2018,9,7,1,0.0,1,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 1,245,2018,10,28,0,128.7,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,80,2018,3,17,0,80.33,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,8,22,0,140.0,1,Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,128,2017,8,8,0,76.5,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,100,2018,5,1,0,105.3,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,118,2018,4,3,0,87.3,1,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,0,110.0,0,Canceled
1,0,0,1,Meal Plan 2,0,Room_Type 1,41,2017,9,4,0,83.0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,174,2018,8,13,0,99.45,1,Not_Canceled
2,1,2,1,Meal Plan 2,0,Room_Type 1,27,2017,12,27,0,104.5,3,Not_Canceled
2,0,2,6,Meal Plan 1,0,Room_Type 1,2,2018,11,16,0,92.54,2,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,0,95.0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,0,130.0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,68,2018,1,2,1,63.0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,189,2018,10,28,0,109.8,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,10,2018,5,16,0,103.0,0,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,19,2018,2,20,0,130.0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,61,2018,3,23,0,117.0,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,95,2017,12,29,0,60.5,0,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,0,112.2,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,37,2018,8,1,0,135.9,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,7,25,0,151.0,1,Canceled
2,2,0,2,Meal Plan 1,0,Room_Type 6,22,2018,9,16,0,239.0,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,22,2017,12,26,0,59.09,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,151,2018,7,9,0,103.09,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2018,2,28,0,87.0,0,Not_Canceled
3,0,1,0,Meal Plan 1,0,Room_Type 4,27,2018,4,17,0,137.0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,79,2018,6,24,0,109.0,0,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,0,115.0,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,189,2018,7,17,0,99.45,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,0,115.0,1,Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,27,2018,2,22,0,130.0,2,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,51,2018,5,22,1,65.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,0,75.0,0,Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,52,2018,7,8,0,132.9,0,Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,13,2017,10,18,0,120.0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,46,2018,11,11,0,79.2,1,Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,84,2018,8,28,0,159.3,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,0,130.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,1,90.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,67,2018,5,27,0,140.4,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,11,0,75.0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,0,109.0,0,Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,0,94.5,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,12,15,1,75.0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,32,2017,10,23,0,75.0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2017,10,10,0,76.67,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,38,2018,10,2,0,126.0,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,175,2018,7,23,0,85.5,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,143,2018,8,18,0,140.7,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,127,2018,6,26,0,103.7,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,8,0,142.0,0,Not_Canceled
2,1,2,5,Meal Plan 1,0,Room_Type 1,95,2018,12,21,0,103.7,3,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,0,110.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,45,2018,11,10,0,75.0,0,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,69,2018,7,25,0,137.7,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,57,2018,9,7,0,87.3,3,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,8,24,1,0.0,4,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,0,101.5,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,24,0,97.0,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,89,2018,8,15,0,150.3,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,85,2018,3,29,0,82.45,0,Not_Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 4,4,2018,7,1,1,103.0,1,Not_Canceled
1,0,2,6,Meal Plan 1,0,Room_Type 1,11,2018,7,5,0,145.0,0,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,12,2018,7,11,0,145.0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,77,2018,5,14,0,134.85,1,Not_Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 6,14,2018,10,22,0,168.25,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,0,60.0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,133,2018,6,13,0,76.0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,8,10,0,63.5,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,19,2018,9,18,0,95.0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,86,2018,9,3,0,90.95,3,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2017,10,16,0,98.4,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,65,2018,9,22,0,135.9,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,1,2018,11,16,0,130.0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,66,2017,11,19,0,81.9,2,Not_Canceled
3,0,1,4,Meal Plan 1,0,Room_Type 1,50,2018,2,22,0,78.85,1,Not_Canceled
2,0,2,3,Meal Plan 2,0,Room_Type 1,87,2018,6,26,0,141.3,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,0,70.0,1,Not_Canceled
2,0,2,3,Meal Plan 2,0,Room_Type 1,39,2018,8,13,0,170.1,2,Not_Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,0,115.0,1,Canceled
2,2,0,5,Meal Plan 1,0,Room_Type 6,22,2017,12,29,0,199.0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,102,2018,7,10,0,82.45,0,Not_Canceled
4,0,0,3,Meal Plan 1,0,Room_Type 7,86,2018,10,20,0,192.86,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,0,185.0,0,Not_Canceled
2,0,2,6,Meal Plan 1,0,Room_Type 1,36,2018,12,10,0,68.07,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,10,4,0,118.8,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,115,2018,10,27,0,104.4,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,23,1,65.0,0,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,35,2018,3,3,0,71.1,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,17,2018,5,21,0,95.0,0,Not_Canceled
2,0,4,11,Meal Plan 1,0,Room_Type 4,237,2018,9,13,0,116.62,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,125,2018,9,7,0,136.0,2,Not_Canceled
2,2,2,2,Meal Plan 1,0,Room_Type 6,32,2018,12,2,0,147.9,0,Canceled
2,0,2,0,Not Selected,0,Room_Type 1,5,2018,9,18,0,123.7,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,91,2018,6,19,0,135.9,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,0,109.0,0,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,9,2018,3,20,0,186.0,1,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,155,2018,12,26,0,115.6,1,Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,0,2018,5,14,0,221.0,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,11,2017,9,15,0,65.0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,19,0,80.0,0,Not_Canceled
2,1,1,4,Meal Plan 1,0,Room_Type 1,86,2018,3,23,0,73.83,0,Not_Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 1,18,2018,10,18,1,67.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,58,2018,3,4,0,80.3,1,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,54,2018,4,30,0,85.0,0,Not_Canceled
2,1,2,3,Meal Plan 1,0,Room_Type 1,25,2018,7,23,0,152.1,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,107,2017,9,9,0,89.25,1,Not_Canceled
1,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,0,110.0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,0,95.0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,29,2018,3,18,0,79.0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,221,2018,8,12,0,80.0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,213,2018,10,1,0,102.85,2,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,198,2018,9,9,0,90.0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 2,81,2018,1,29,0,62.37,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,23,2018,4,8,0,98.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,26,2017,9,17,0,117.67,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2018,6,18,0,141.0,1,Not_Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 6,124,2018,12,26,0,156.61,2,Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,85,2018,8,3,0,152.1,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,167,2018,8,6,0,105.3,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,71,2018,5,30,0,119.85,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,11,4,0,97.2,2,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,37,2018,5,13,0,116.1,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,76,2018,5,29,0,150.45,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,1,20,0,71.0,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,6,27,0,0.0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,75,2017,12,7,0,60.0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,4,5,1,89.0,1,Not_Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,0,115.0,1,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,0,100.0,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,122,2018,11,14,0,75.9,2,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,224,2017,10,2,0,65.0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,24,2018,5,29,0,104.55,2,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,0,115.0,0,Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,25,2018,7,2,0,187.0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,8,4,0,115.0,0,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,236,2018,9,27,0,84.43,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,120,2018,4,8,0,90.95,0,Canceled
2,0,1,3,Meal Plan 2,1,Room_Type 4,12,2018,3,24,0,208.0,1,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,224,2018,9,3,0,97.18,1,Canceled
1,0,0,4,Meal Plan 2,0,Room_Type 1,33,2017,10,21,0,79.11,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,24,2018,5,13,0,0.0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,22,2017,9,8,0,120.0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,10,2017,10,20,0,126.0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,15,2018,2,16,0,91.0,1,Canceled
2,0,0,5,Meal Plan 2,0,Room_Type 1,230,2018,9,6,0,137.0,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,54,2018,3,16,0,67.32,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,45,2017,10,23,0,81.62,0,Not_Canceled
3,0,1,3,Meal Plan 2,0,Room_Type 4,63,2018,10,24,0,123.66,2,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,166,2018,8,6,0,94.5,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2018,8,22,0,96.3,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,136,2018,8,13,0,88.01,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,37,2018,3,10,0,81.9,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,66,2018,5,11,0,119.85,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2017,10,23,0,83.5,0,Not_Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,4,1,1,67.0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,7,2018,6,19,0,156.0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,43,2017,10,13,0,85.0,0,Not_Canceled
2,0,3,5,Meal Plan 1,0,Room_Type 4,5,2018,4,4,0,126.75,0,Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,0,115.0,1,Canceled
2,0,2,1,Not Selected,0,Room_Type 1,24,2018,10,16,0,107.1,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,0,120.0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,52,2018,11,19,0,93.6,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,0,120.0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,6,8,0,90.0,1,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 1,230,2018,9,6,0,137.0,1,Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 1,92,2018,10,31,0,106.43,1,Canceled
1,0,0,3,Not Selected,0,Room_Type 1,2,2018,5,31,0,87.78,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,101.5,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,82,2018,6,23,0,85.5,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,0,95.0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,147,2018,7,1,0,103.7,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,8,26,0,65.0,0,Not_Canceled
2,0,2,6,Meal Plan 1,0,Room_Type 1,166,2018,8,18,0,100.12,0,Canceled
2,0,1,3,Meal Plan 2,1,Room_Type 1,28,2018,4,11,0,156.25,2,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,309,2018,5,13,0,101.0,0,Canceled
2,0,1,3,Meal Plan 2,1,Room_Type 1,54,2018,7,4,0,161.1,0,Not_Canceled
2,0,1,3,Not Selected,1,Room_Type 1,49,2018,12,8,0,83.8,2,Not_Canceled
2,1,0,1,Meal Plan 1,1,Room_Type 1,1,2018,6,18,0,168.0,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2017,12,27,0,58.0,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,4,2017,8,8,0,94.5,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,60,2017,12,9,0,96.3,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,157,2017,8,14,0,76.5,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,0,78.0,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,38,2018,9,26,0,112.59,0,Canceled
2,2,2,1,Meal Plan 1,0,Room_Type 7,30,2018,6,12,0,187.04,0,Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,10,11,0,169.0,2,Not_Canceled
2,0,3,7,Not Selected,0,Room_Type 1,217,2018,12,5,0,46.63,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,0,100.0,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,179,2018,10,19,0,85.5,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,0,130.0,0,Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,94,2018,7,8,0,146.7,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,0,73.0,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 6,2,2018,4,1,0,143.22,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,70,2017,10,22,0,89.25,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,4,2018,9,19,0,85.0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,34,2018,2,28,0,6.5,1,Not_Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 2,16,2018,3,8,0,83.03,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,2,11,0,91.0,0,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,78,2018,4,10,0,80.75,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,0,89.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,0,105.0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,98,2018,4,30,0,109.81,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,14,2018,12,5,0,70.88,0,Not_Canceled
1,0,0,2,Not Selected,0,Room_Type 1,44,2018,11,23,0,83.6,2,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,0,60.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,0,130.0,0,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2018,4,4,0,95.0,1,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,0,104.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,139,2018,2,11,0,62.0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 2,44,2018,4,23,0,95.0,0,Not_Canceled
1,0,2,1,Meal Plan 2,0,Room_Type 4,18,2018,2,28,0,145.0,1,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,10,17,0,95.0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,0,95.0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,152,2018,6,18,0,80.75,0,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,42,2018,8,30,0,142.2,2,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,209,2018,10,21,0,128.7,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,69,2018,3,20,0,90.95,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,11,18,0,93.6,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,49,2017,11,9,0,60.0,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,0,90.0,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,67,2017,12,5,0,95.4,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,41,2018,10,21,0,160.0,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,154,2018,10,30,0,104.1,2,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,0,104.0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2,2018,8,3,0,109.0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,99,2018,4,10,0,93.78,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,14,0,95.0,0,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,0,2018,10,15,0,140.0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,22,2017,12,24,0,87.0,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 4,7,2018,3,5,0,85.85,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,84,2018,3,24,0,99.45,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,109,2018,5,4,0,120.28,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,0,120.0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,4,2018,4,3,0,77.77,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,0,120.0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,58,2018,6,10,0,116.1,1,Not_Canceled
3,0,0,1,Meal Plan 2,0,Room_Type 4,133,2018,7,23,0,189.0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,27,2018,6,26,0,152.67,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,27,2018,2,4,0,66.31,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,9,10,0,95.0,2,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,86,2018,12,8,0,122.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,13,2017,12,17,0,58.0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,0,2018,12,5,0,89.89,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,5,2018,6,21,0,156.0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,82,2018,3,24,0,99.45,0,Not_Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 6,330,2018,8,31,0,172.8,0,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,3,2018,8,22,0,98.56,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,35,2018,3,10,0,71.1,0,Canceled
1,0,6,15,Meal Plan 1,0,Room_Type 4,12,2018,3,30,0,128.06,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,19,0,0.0,0,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,7,2018,4,7,0,106.0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,47,2018,9,27,0,130.61,1,Canceled
2,0,2,3,Not Selected,0,Room_Type 1,117,2018,6,17,0,105.74,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,6,10,0,136.0,1,Not_Canceled
