Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
Male,No,46,No,Engineer,1.0,Low,3.0,Cat_4,C
Female,No,43,Yes,Artist,7.0,Low,9.0,Cat_6,B
Female,Yes,58,Yes,Artist,1.0,Average,4.0,Cat_3,C
Male,Yes,41,Yes,Executive,1.0,High,4.0,Cat_6,C
Female,No,28,No,Healthcare,1.0,Low,3.0,Cat_6,D
Male,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_6,A
Male,No,29,Yes,Healthcare,9.0,Low,2.0,Cat_4,B
Male,No,33,Yes,Healthcare,0.0,Low,,Cat_5,A
Female,No,39,Yes,Engineer,14.0,Low,1.0,Cat_6,C
Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_6,D
Male,Yes,46,Yes,Entertainment,4.0,High,4.0,Cat_2,B
Male,Yes,38,No,Executive,,High,6.0,Cat_6,D
Male,Yes,26,Yes,Artist,1.0,Average,3.0,Cat_6,D
Female,Yes,42,Yes,Engineer,1.0,Average,4.0,Cat_4,A
Female,Yes,43,Yes,Entertainment,5.0,Average,3.0,Cat_6,C
Male,Yes,53,Yes,Executive,1.0,Low,4.0,Cat_6,B
Male,Yes,46,Yes,Artist,,Low,4.0,Cat_6,D
Female,Yes,40,Yes,Artist,1.0,Average,3.0,Cat_4,D
Male,Yes,71,Yes,Artist,1.0,Low,2.0,Cat_6,B
Male,Yes,32,Yes,Marketing,13.0,High,4.0,Cat_4,A
Male,No,41,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
Female,No,46,Yes,Entertainment,8.0,Low,2.0,Cat_6,D
Male,Yes,40,Yes,Executive,0.0,High,4.0,Cat_6,A
Male,No,29,No,Doctor,1.0,Low,5.0,Cat_6,D
Male,Yes,25,Yes,Doctor,1.0,Average,2.0,Cat_6,C
Female,Yes,52,Yes,Marketing,0.0,Low,1.0,Cat_6,A
Male,No,30,Yes,Doctor,9.0,Low,5.0,Cat_6,D
Female,Yes,25,Yes,Healthcare,12.0,High,2.0,Cat_6,B
Male,No,32,No,Artist,9.0,Low,4.0,Cat_6,D
Female,No,33,No,Doctor,,Low,4.0,Cat_6,A
Female,No,49,Yes,Artist,1.0,Low,1.0,Cat_3,C
Female,No,43,Yes,Doctor,1.0,Low,4.0,Cat_2,D
Male,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_2,D
Male,No,41,No,Artist,5.0,Low,2.0,Cat_6,C
Female,No,29,Yes,Healthcare,9.0,Low,2.0,Cat_6,C
Female,No,35,Yes,Artist,0.0,Low,2.0,Cat_3,B
Male,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,Yes,47,Yes,Artist,1.0,Average,4.0,Cat_2,C
Female,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,B
Male,,40,Yes,Artist,5.0,Low,1.0,Cat_6,B
Female,Yes,40,Yes,Artist,0.0,High,2.0,Cat_6,A
Male,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_6,B
Female,No,36,Yes,Marketing,,Low,4.0,Cat_4,D
Female,Yes,71,Yes,Lawyer,2.0,Low,6.0,Cat_1,A
Female,Yes,30,No,Engineer,5.0,Average,2.0,Cat_4,A
Female,Yes,40,No,Engineer,1.0,Average,4.0,Cat_4,A
Male,Yes,43,No,Entertainment,0.0,Average,5.0,Cat_4,C
Male,Yes,40,Yes,Entertainment,3.0,Average,3.0,Cat_4,B
Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4,B
Male,Yes,49,No,Executive,1.0,High,7.0,Cat_2,D
Male,Yes,51,No,Artist,0.0,Average,5.0,Cat_4,D
Female,Yes,39,No,Doctor,1.0,Average,9.0,Cat_4,A
Male,Yes,23,No,Healthcare,1.0,Low,5.0,Cat_4,B
Male,Yes,53,No,Engineer,0.0,Average,6.0,Cat_4,A
Female,No,35,No,Engineer,9.0,Low,5.0,Cat_4,B
Male,No,35,No,Executive,2.0,Low,4.0,Cat_4,A
Male,Yes,30,Yes,Doctor,1.0,Low,9.0,Cat_4,C
Male,Yes,39,No,Engineer,2.0,Average,,Cat_4,A
Male,No,38,Yes,Artist,1.0,Low,3.0,Cat_4,A
Female,No,53,No,Marketing,0.0,Low,1.0,Cat_3,A
Female,No,36,Yes,Engineer,8.0,Low,1.0,Cat_4,C
Male,No,33,No,Engineer,0.0,Low,4.0,Cat_4,A
Female,No,40,Yes,Engineer,1.0,Low,1.0,Cat_4,C
Female,Yes,36,Yes,Artist,0.0,Average,4.0,Cat_4,D
Male,No,31,No,Doctor,1.0,Low,5.0,Cat_4,A
Male,No,31,No,Doctor,1.0,Low,2.0,Cat_4,A
Male,Yes,41,Yes,Healthcare,0.0,Average,4.0,Cat_4,C
Male,Yes,48,No,,0.0,Average,4.0,Cat_4,D
Female,Yes,38,Yes,Artist,5.0,Average,3.0,Cat_1,D
Male,Yes,49,No,Artist,1.0,Low,5.0,Cat_4,A
Male,Yes,42,Yes,Doctor,1.0,Low,,Cat_4,A
Male,Yes,28,Yes,Executive,14.0,High,9.0,Cat_4,D
Male,Yes,51,No,Entertainment,0.0,High,4.0,Cat_4,C
Male,Yes,41,No,Artist,1.0,Average,2.0,Cat_4,C
Female,Yes,57,No,Engineer,0.0,Average,6.0,Cat_4,C
Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_4,C
Male,Yes,29,No,Executive,3.0,Average,5.0,Cat_4,D
Female,Yes,46,,Marketing,,Low,1.0,Cat_4,A
Male,Yes,49,Yes,Artist,0.0,High,2.0,Cat_6,C
Female,No,28,No,Engineer,6.0,Low,3.0,Cat_4,A
Female,Yes,48,No,Engineer,1.0,Average,4.0,Cat_4,B
Female,Yes,51,No,Engineer,5.0,Average,4.0,Cat_4,C
Female,Yes,48,No,Engineer,5.0,Average,6.0,Cat_4,D
Female,Yes,48,No,Engineer,5.0,Average,5.0,Cat_4,A
Female,,52,No,Engineer,9.0,Average,4.0,Cat_4,D
Female,Yes,39,No,Engineer,8.0,Average,4.0,Cat_4,D
Female,Yes,50,No,Engineer,7.0,Average,5.0,Cat_4,B
Female,No,33,No,Engineer,1.0,Low,9.0,Cat_4,B
Female,No,35,Yes,Artist,,Low,1.0,Cat_4,D
Male,Yes,30,No,Marketing,2.0,High,5.0,Cat_4,B
Female,Yes,46,No,Engineer,8.0,Average,,Cat_4,C
Male,No,36,No,Marketing,0.0,Low,4.0,Cat_4,B
Male,No,43,No,Entertainment,0.0,Low,1.0,Cat_4,D
Male,Yes,26,No,Entertainment,1.0,Low,1.0,Cat_4,A
Male,Yes,33,No,Executive,0.0,Low,2.0,Cat_4,D
Male,Yes,50,,Entertainment,,Average,5.0,Cat_4,B
Female,Yes,49,Yes,Engineer,1.0,High,5.0,Cat_4,D
Male,Yes,48,Yes,Engineer,6.0,Average,5.0,Cat_6,A
Male,No,31,Yes,Artist,5.0,Low,1.0,Cat_4,D
Female,Yes,38,No,Engineer,,Average,2.0,Cat_4,A
Female,No,21,No,Healthcare,5.0,Low,1.0,Cat_4,D
Female,Yes,50,No,Entertainment,8.0,Average,5.0,Cat_4,B
Male,No,23,No,Healthcare,9.0,Low,6.0,Cat_4,B
Female,Yes,21,No,Healthcare,0.0,Low,2.0,Cat_4,D
Male,Yes,71,No,Lawyer,1.0,Low,,Cat_4,C
Male,No,20,No,Healthcare,0.0,Low,6.0,Cat_4,D
Female,,32,No,Engineer,7.0,High,5.0,Cat_4,A
Male,Yes,29,No,Engineer,0.0,Average,3.0,Cat_4,A
Male,Yes,42,Yes,Artist,0.0,Average,4.0,Cat_4,A
Male,No,20,No,Doctor,0.0,Low,6.0,Cat_4,B
Male,Yes,36,No,Executive,1.0,Low,6.0,Cat_4,D
Female,Yes,42,No,Engineer,0.0,High,6.0,Cat_4,B
Male,No,18,No,Healthcare,7.0,Low,4.0,Cat_4,B
Male,No,25,No,Homemaker,,Low,2.0,Cat_4,A
Female,No,30,No,Engineer,10.0,Low,8.0,Cat_4,D
Female,No,28,No,Homemaker,9.0,Low,9.0,Cat_4,A
Male,Yes,42,Yes,Entertainment,7.0,Low,6.0,Cat_4,B
Male,Yes,38,Yes,Artist,1.0,Low,4.0,Cat_4,C
Male,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_4,C
Female,Yes,52,No,Engineer,,Average,5.0,Cat_4,B
Female,Yes,29,Yes,Doctor,0.0,Average,2.0,Cat_4,C
Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_4,A
Female,No,38,No,Engineer,1.0,Low,2.0,Cat_4,C
Male,Yes,37,Yes,Engineer,1.0,Average,4.0,Cat_4,C
Female,Yes,65,No,Lawyer,1.0,Low,1.0,Cat_4,B
Male,,81,No,Executive,,High,2.0,Cat_4,C
Male,,59,Yes,Engineer,0.0,Average,2.0,Cat_4,A
Female,Yes,47,Yes,Artist,1.0,Average,5.0,Cat_4,B
Male,Yes,57,Yes,Artist,0.0,Average,3.0,Cat_4,C
Male,Yes,39,Yes,Executive,,High,4.0,Cat_4,B
Female,,32,,Doctor,8.0,High,2.0,Cat_4,D
Male,Yes,37,Yes,Artist,9.0,Low,1.0,Cat_4,A
Male,No,39,Yes,Artist,4.0,Low,1.0,Cat_4,A
Male,Yes,39,No,Doctor,1.0,Average,5.0,Cat_4,D
Male,,60,No,Executive,7.0,Average,2.0,Cat_4,A
Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_4,D
Male,Yes,51,Yes,Executive,9.0,Low,1.0,Cat_4,C
Male,Yes,48,No,Artist,1.0,Low,3.0,Cat_4,B
Male,No,43,No,Entertainment,0.0,Low,1.0,Cat_4,B
Female,Yes,29,No,Engineer,1.0,Low,2.0,Cat_4,A
Female,Yes,43,Yes,Entertainment,0.0,Low,2.0,Cat_4,B
Male,No,25,No,Doctor,5.0,Low,1.0,Cat_4,D
Female,Yes,75,No,Lawyer,0.0,Low,1.0,Cat_4,B
Female,No,22,No,Healthcare,0.0,Low,5.0,Cat_4,C
Male,Yes,86,No,Marketing,1.0,Low,1.0,Cat_4,B
Female,Yes,50,Yes,Entertainment,1.0,Low,2.0,Cat_4,D
Male,Yes,73,No,Lawyer,1.0,High,9.0,Cat_4,C
Male,No,87,,Lawyer,1.0,Low,2.0,Cat_4,A
Male,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_6,C
Male,Yes,46,Yes,Executive,1.0,High,5.0,Cat_6,D
Male,Yes,73,No,Executive,0.0,High,2.0,Cat_6,D
Female,Yes,87,Yes,Lawyer,1.0,High,2.0,Cat_6,A
Male,Yes,53,No,Executive,2.0,High,4.0,Cat_4,A
Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,B
Male,Yes,47,Yes,Executive,3.0,High,3.0,Cat_6,C
Male,Yes,59,No,Executive,1.0,High,4.0,Cat_6,B
Male,Yes,82,No,Lawyer,1.0,Low,1.0,Cat_6,A
Female,Yes,71,Yes,Lawyer,0.0,High,2.0,Cat_6,C
Male,Yes,39,Yes,Artist,9.0,Average,2.0,Cat_2,B
Female,No,25,No,Doctor,0.0,Low,2.0,Cat_6,B
Male,Yes,67,Yes,Executive,1.0,High,2.0,Cat_6,C
Female,Yes,83,Yes,Lawyer,13.0,High,2.0,Cat_6,B
Male,Yes,49,No,Executive,0.0,High,4.0,Cat_6,B
Female,Yes,87,No,Lawyer,0.0,High,2.0,Cat_6,A
Male,Yes,69,No,Lawyer,1.0,Average,2.0,Cat_6,D
Male,Yes,40,Yes,Entertainment,9.0,Average,2.0,Cat_6,B
Male,Yes,87,Yes,Lawyer,1.0,High,2.0,Cat_6,A
Male,Yes,68,Yes,Healthcare,0.0,Average,3.0,Cat_6,A
Female,Yes,43,Yes,Artist,,Average,2.0,Cat_6,A
Male,Yes,67,Yes,Artist,0.0,High,5.0,Cat_6,A
Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,D
Male,Yes,65,Yes,Lawyer,1.0,Low,1.0,Cat_3,D
Male,No,29,Yes,Doctor,0.0,Low,4.0,Cat_6,A
Male,Yes,60,Yes,Entertainment,,Average,3.0,Cat_6,B
Male,Yes,72,Yes,Executive,1.0,High,2.0,Cat_6,D
Male,Yes,57,Yes,Doctor,0.0,Low,1.0,Cat_6,D
Male,Yes,47,Yes,Executive,1.0,High,4.0,Cat_6,C
Male,Yes,39,No,Entertainment,1.0,Average,2.0,Cat_6,B
Male,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,B
Female,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
Male,Yes,65,No,Executive,8.0,Average,2.0,Cat_6,C
Male,No,47,No,Lawyer,,Low,2.0,Cat_6,D
Female,Yes,40,Yes,Artist,8.0,Average,2.0,Cat_6,A
Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,D
Male,Yes,67,Yes,Lawyer,0.0,High,2.0,Cat_4,B
Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6,B
Female,No,27,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
Female,No,32,Yes,Artist,7.0,Low,1.0,Cat_3,D
Female,Yes,41,Yes,Artist,3.0,Average,2.0,Cat_6,A
Female,Yes,27,Yes,Healthcare,6.0,Average,2.0,Cat_6,D
Female,Yes,58,No,Artist,0.0,Average,3.0,Cat_6,A
Female,Yes,61,Yes,Entertainment,1.0,Average,5.0,Cat_6,B
Male,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6,A
Male,No,25,Yes,Doctor,8.0,Low,1.0,Cat_6,D
Male,No,33,Yes,Healthcare,2.0,Low,3.0,Cat_6,D
Male,No,31,No,Artist,0.0,Low,,,A
Male,No,37,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
Male,Yes,38,Yes,Artist,1.0,Average,2.0,Cat_6,B
Male,Yes,81,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
Male,Yes,61,Yes,Executive,0.0,High,3.0,Cat_6,D
Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_6,D
Female,Yes,48,Yes,Artist,8.0,High,4.0,Cat_6,C
Female,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,D
Female,No,22,No,Homemaker,0.0,Low,4.0,Cat_6,D
Female,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,A
Female,No,25,Yes,Healthcare,8.0,Low,1.0,Cat_4,D
Female,No,73,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
Female,Yes,43,No,Artist,4.0,Average,4.0,Cat_1,A
Female,Yes,39,No,Doctor,1.0,Average,4.0,Cat_4,C
Female,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_6,B
Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,C
Male,No,22,No,Healthcare,9.0,Low,6.0,Cat_2,D
Female,No,31,Yes,Artist,2.0,Low,2.0,Cat_4,D
Female,Yes,60,Yes,Artist,1.0,High,4.0,Cat_6,C
Male,Yes,42,Yes,Entertainment,1.0,Average,4.0,Cat_3,A
Male,No,25,No,Entertainment,7.0,Low,4.0,Cat_6,B
Male,No,29,Yes,Healthcare,3.0,Low,3.0,Cat_6,D
Male,Yes,29,Yes,Healthcare,1.0,Low,2.0,Cat_6,B
Male,Yes,39,Yes,Entertainment,2.0,Average,2.0,Cat_6,C
Male,Yes,33,No,Engineer,14.0,Low,1.0,Cat_6,D
Male,Yes,35,Yes,Executive,9.0,High,4.0,Cat_6,A
Male,Yes,38,No,Entertainment,2.0,Low,3.0,Cat_6,D
Male,Yes,59,Yes,Artist,1.0,High,2.0,Cat_6,C
Male,Yes,67,No,Artist,1.0,Average,2.0,Cat_6,B
Male,Yes,45,Yes,Artist,1.0,Low,1.0,Cat_6,A
Male,Yes,70,Yes,Lawyer,,High,2.0,Cat_6,D
Male,No,19,No,Healthcare,5.0,Low,4.0,Cat_3,A
Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,B
Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_7,D
Female,No,23,Yes,Healthcare,1.0,Low,4.0,Cat_1,D
Male,Yes,80,No,Executive,0.0,Low,1.0,Cat_6,D
Male,Yes,40,No,Engineer,14.0,Average,5.0,Cat_4,A
Male,No,36,Yes,Artist,0.0,Low,1.0,Cat_4,A
Female,Yes,31,No,Engineer,8.0,Low,4.0,Cat_6,C
Female,Yes,20,No,Engineer,1.0,Low,2.0,Cat_4,A
Male,Yes,31,Yes,Executive,1.0,High,2.0,Cat_6,A
Male,Yes,50,Yes,Executive,0.0,High,5.0,Cat_6,A
Male,Yes,67,No,Lawyer,0.0,Low,2.0,Cat_6,B
Female,,43,Yes,Doctor,9.0,Average,1.0,Cat_6,B
Female,Yes,85,Yes,Lawyer,5.0,High,3.0,Cat_6,A
Female,Yes,65,Yes,Artist,1.0,Average,3.0,Cat_2,A
Male,Yes,71,No,Executive,1.0,Average,4.0,Cat_2,D
Female,No,20,No,Healthcare,1.0,Low,6.0,Cat_4,D
Male,No,20,No,Healthcare,0.0,Low,5.0,Cat_6,D
Male,Yes,87,Yes,Artist,,Low,1.0,Cat_6,A
Female,Yes,37,Yes,Artist,4.0,Low,2.0,Cat_7,C
Male,Yes,59,No,Entertainment,1.0,Average,2.0,Cat_7,C
Female,No,29,Yes,Artist,3.0,Low,4.0,Cat_2,A
Male,Yes,85,Yes,Executive,0.0,High,2.0,Cat_6,D
Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6,D
Female,No,42,Yes,Artist,0.0,Low,,Cat_6,A
Female,Yes,45,Yes,Artist,9.0,Average,2.0,Cat_6,A
Male,Yes,59,Yes,Entertainment,1.0,Average,4.0,Cat_6,B
Male,No,19,No,Doctor,0.0,Low,5.0,Cat_2,A
Female,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,B
Female,Yes,73,Yes,Artist,0.0,High,2.0,Cat_6,A
Female,Yes,42,No,Artist,1.0,Low,1.0,Cat_6,C
Female,No,37,Yes,Doctor,7.0,Low,5.0,Cat_2,A
Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,D
Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_6,A
Female,No,40,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
Female,Yes,30,Yes,Entertainment,0.0,Low,4.0,Cat_6,D
Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,B
Female,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,B
Male,Yes,35,Yes,Artist,5.0,Average,2.0,Cat_6,D
Female,Yes,37,No,Engineer,0.0,Average,5.0,Cat_4,A
Male,No,36,Yes,Entertainment,0.0,Low,1.0,Cat_4,B
Female,,26,Yes,Homemaker,1.0,High,4.0,Cat_2,A
Male,No,25,No,Executive,,Low,4.0,Cat_6,D
Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_5,D
Male,Yes,37,Yes,Entertainment,,Average,2.0,Cat_4,D
Male,No,30,No,Artist,0.0,Low,3.0,Cat_6,A
Male,Yes,46,Yes,Entertainment,1.0,Average,4.0,Cat_7,D
Female,No,38,Yes,Engineer,1.0,Low,1.0,Cat_4,C
Female,No,40,Yes,Artist,,Low,1.0,Cat_2,A
Female,No,31,Yes,Artist,5.0,Low,1.0,Cat_6,A
Male,Yes,45,Yes,Executive,4.0,High,5.0,Cat_6,A
Male,Yes,55,No,Engineer,1.0,Low,5.0,Cat_6,A
Female,Yes,51,Yes,Engineer,2.0,Low,1.0,Cat_4,B
Female,No,29,Yes,Homemaker,5.0,Low,7.0,Cat_6,A
Female,Yes,74,Yes,Artist,1.0,High,2.0,Cat_6,C
Male,Yes,69,No,Entertainment,1.0,Average,3.0,Cat_6,D
Female,No,28,No,Doctor,,Low,5.0,Cat_2,B
Male,Yes,41,Yes,Executive,0.0,Average,,Cat_4,C
Male,,29,No,Healthcare,1.0,Low,3.0,Cat_6,A
Male,Yes,39,Yes,Artist,0.0,Low,1.0,Cat_6,C
Female,Yes,74,No,Entertainment,,High,3.0,Cat_6,D
Female,No,59,Yes,Artist,4.0,Low,1.0,Cat_6,D
Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_2,A
Male,No,33,No,Artist,0.0,Low,1.0,Cat_4,B
Male,No,31,No,Entertainment,9.0,Low,2.0,Cat_2,C
Male,Yes,46,No,Artist,0.0,Average,3.0,Cat_6,A
Female,Yes,63,Yes,Artist,0.0,Low,2.0,Cat_6,A
Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_6,A
Female,No,53,Yes,Engineer,1.0,Low,5.0,Cat_6,D
Male,Yes,59,No,Entertainment,1.0,Low,1.0,Cat_2,D
Male,Yes,84,Yes,Lawyer,,Low,2.0,Cat_2,C
Male,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,A
Male,Yes,35,Yes,Artist,8.0,Low,1.0,Cat_6,C
Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,Yes,67,No,Lawyer,0.0,High,2.0,Cat_6,C
Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_4,C
Female,No,27,Yes,Artist,0.0,Low,8.0,Cat_2,A
Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_7,D
Female,No,33,Yes,Healthcare,4.0,Low,8.0,Cat_5,D
Female,No,32,No,Doctor,0.0,Low,4.0,Cat_6,A
Male,Yes,59,No,,5.0,High,2.0,Cat_6,B
Female,Yes,50,Yes,Artist,1.0,High,5.0,Cat_6,D
Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_7,D
Female,Yes,41,Yes,Healthcare,1.0,Average,2.0,Cat_3,A
Female,Yes,71,,Lawyer,1.0,Low,1.0,Cat_6,C
Female,No,33,Yes,Healthcare,1.0,Low,6.0,Cat_3,D
Female,Yes,46,Yes,Artist,,Average,2.0,Cat_3,C
Female,No,78,Yes,Lawyer,1.0,Low,3.0,Cat_6,D
Female,Yes,69,No,Lawyer,,High,2.0,Cat_4,A
Female,No,40,Yes,Healthcare,8.0,Low,1.0,Cat_7,D
Male,Yes,43,Yes,Executive,2.0,High,3.0,Cat_6,D
Male,Yes,36,Yes,Artist,0.0,High,3.0,Cat_6,D
Male,Yes,35,Yes,Entertainment,1.0,Average,2.0,Cat_2,B
Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_3,D
Male,Yes,47,No,Entertainment,3.0,Average,2.0,Cat_6,A
Male,Yes,69,No,Artist,0.0,Low,1.0,Cat_6,A
Male,Yes,41,Yes,Entertainment,,Low,5.0,Cat_3,C
Male,Yes,33,No,Executive,4.0,Low,6.0,Cat_3,A
Male,No,27,Yes,Healthcare,6.0,Low,5.0,Cat_2,C
Male,Yes,38,Yes,Engineer,6.0,Low,2.0,Cat_3,B
Male,Yes,35,Yes,Artist,,Average,4.0,Cat_3,A
Male,Yes,27,Yes,Artist,10.0,Low,2.0,Cat_3,A
Female,Yes,51,Yes,Homemaker,9.0,Low,,Cat_3,B
Female,Yes,52,Yes,Engineer,4.0,Low,1.0,Cat_3,B
Male,No,53,Yes,Doctor,0.0,Low,1.0,Cat_6,B
Male,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,D
Male,Yes,42,Yes,Doctor,8.0,Low,2.0,Cat_6,A
Male,No,36,Yes,Doctor,9.0,Low,1.0,Cat_6,D
Male,No,36,Yes,Artist,14.0,Low,2.0,Cat_6,A
Female,No,40,Yes,Healthcare,1.0,Low,1.0,Cat_6,B
Male,Yes,47,Yes,Entertainment,2.0,Average,3.0,Cat_6,C
Male,No,30,No,Doctor,1.0,Low,2.0,Cat_4,D
Female,Yes,53,Yes,Artist,,Low,,Cat_3,A
Male,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,B
Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6,A
Female,No,40,Yes,Artist,8.0,Low,2.0,Cat_6,A
Female,Yes,36,Yes,Marketing,5.0,Low,1.0,Cat_6,D
Male,No,32,No,Engineer,0.0,Low,4.0,Cat_6,A
Female,Yes,51,Yes,Artist,0.0,Low,2.0,Cat_6,D
Female,No,49,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,Yes,81,No,Lawyer,1.0,Low,,Cat_6,A
Male,Yes,72,Yes,Artist,1.0,Average,4.0,Cat_6,A
Female,No,70,Yes,Artist,0.0,Low,2.0,Cat_6,A
Male,No,21,No,Healthcare,0.0,Low,3.0,Cat_2,D
Male,No,21,No,Healthcare,1.0,Low,5.0,Cat_4,D
Female,Yes,41,No,Entertainment,4.0,Average,4.0,Cat_4,A
Female,No,49,No,Engineer,12.0,Low,1.0,Cat_4,C
Female,No,51,No,Entertainment,0.0,Low,1.0,Cat_4,C
Male,Yes,28,No,Healthcare,0.0,Average,5.0,Cat_4,A
Male,No,37,Yes,Healthcare,5.0,Low,2.0,Cat_3,D
Female,Yes,63,,Artist,1.0,Average,3.0,Cat_3,B
Male,No,19,No,Healthcare,8.0,Low,4.0,Cat_3,A
Female,No,32,No,Healthcare,,Low,3.0,Cat_4,D
Female,Yes,51,No,Artist,6.0,Low,1.0,Cat_6,B
Male,Yes,26,No,Entertainment,3.0,Low,2.0,Cat_4,A
Male,Yes,61,No,Artist,0.0,Low,1.0,Cat_6,A
Female,Yes,51,Yes,Artist,0.0,Average,4.0,Cat_6,A
Female,Yes,45,Yes,Artist,0.0,Average,3.0,Cat_6,A
Male,Yes,29,Yes,Entertainment,1.0,High,2.0,Cat_3,A
Male,Yes,47,No,,0.0,Low,5.0,Cat_3,C
Male,No,25,Yes,Doctor,1.0,Low,2.0,Cat_3,C
Male,No,40,No,Marketing,0.0,Low,5.0,Cat_4,B
Male,No,45,Yes,,1.0,Low,1.0,Cat_4,B
Male,Yes,32,Yes,Entertainment,1.0,Average,2.0,Cat_4,B
Male,Yes,38,Yes,Artist,0.0,Low,3.0,Cat_1,A
Female,No,38,Yes,Artist,8.0,Low,2.0,Cat_3,B
Female,Yes,48,Yes,Engineer,7.0,Low,3.0,Cat_3,D
Female,No,71,Yes,Doctor,0.0,Low,1.0,Cat_6,B
Female,Yes,46,Yes,Artist,3.0,Low,3.0,Cat_6,A
Female,Yes,46,Yes,Artist,9.0,Low,2.0,Cat_6,A
Female,Yes,49,Yes,Artist,7.0,Low,2.0,Cat_6,C
Male,Yes,43,No,Entertainment,0.0,Low,3.0,Cat_4,B
Female,No,38,Yes,Artist,6.0,Low,4.0,Cat_4,A
Male,No,25,Yes,Healthcare,8.0,Low,4.0,Cat_6,A
Female,Yes,46,Yes,Engineer,0.0,Low,4.0,Cat_1,A
Female,No,28,Yes,Engineer,9.0,Low,3.0,Cat_6,D
Female,No,41,Yes,Entertainment,5.0,Low,4.0,Cat_6,A
Female,No,32,Yes,Artist,9.0,Low,5.0,Cat_6,D
Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_3,C
Male,No,22,No,Healthcare,1.0,Low,6.0,Cat_4,D
Male,No,27,No,Healthcare,0.0,Low,5.0,Cat_4,D
Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_2,C
Female,Yes,68,No,Engineer,0.0,Low,1.0,Cat_4,A
Female,No,25,No,Homemaker,1.0,Low,7.0,Cat_4,A
Male,No,28,No,Healthcare,1.0,Low,4.0,Cat_4,A
Male,No,28,No,Marketing,2.0,Low,8.0,Cat_4,B
Male,No,27,No,Entertainment,1.0,Low,3.0,Cat_4,A
Male,Yes,67,No,Entertainment,5.0,Average,4.0,Cat_4,A
Male,Yes,46,No,Executive,4.0,Low,9.0,Cat_4,D
Female,No,33,No,Entertainment,8.0,Low,4.0,Cat_4,C
Female,Yes,40,Yes,Doctor,6.0,Average,3.0,Cat_4,A
Female,Yes,48,No,,5.0,Average,7.0,Cat_4,C
Male,Yes,42,No,Executive,0.0,High,5.0,Cat_4,A
Male,No,56,Yes,,1.0,Low,1.0,Cat_6,A
