Id;Chart;Question
291;detect_dataset_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.
292;detect_dataset_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 5.
293;detect_dataset_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 9.
294;detect_dataset_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.
295;detect_dataset_overfitting_dt_acc_rec.png;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.
296;detect_dataset_pca.png;The first 2 principal components are enough for explaining half the data variance.
297;detect_dataset_pca.png;Using the first 3 principal components would imply an error between 10 and 20%.
298;detect_dataset_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 5.
299;detect_dataset_correlation_heatmap.png;One of the variables Vc or Va can be discarded without losing information.
300;detect_dataset_correlation_heatmap.png;The variable Ic can be discarded without risking losing information.
301;detect_dataset_correlation_heatmap.png;Variables Ia and Ic are redundant, but we can’t say the same for the pair Vc and Vb.
302;detect_dataset_correlation_heatmap.png;Variables Ib and Vc are redundant.
303;detect_dataset_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
304;detect_dataset_correlation_heatmap.png;Variable Vb seems to be relevant for the majority of mining tasks.
305;detect_dataset_correlation_heatmap.png;Variables Ib and Ic seem to be useful for classification tasks.
306;detect_dataset_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
307;detect_dataset_correlation_heatmap.png;Removing variable Ic might improve the training of decision trees .
308;detect_dataset_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable Ic previously than variable Va.
309;detect_dataset_boxplots.png;Variable Vb is balanced.
310;detect_dataset_boxplots.png;Those boxplots show that the data is not normalized.
311;detect_dataset_boxplots.png;It is clear that variable Vb shows some outliers, but we can’t be sure of the same for variable Va.
312;detect_dataset_boxplots.png;Outliers seem to be a problem in the dataset.
313;detect_dataset_boxplots.png;Variable Vb shows some outlier values.
314;detect_dataset_boxplots.png;Variable Vb doesn’t have any outliers.
315;detect_dataset_boxplots.png;Variable Ia presents some outliers.
316;detect_dataset_boxplots.png;At least 75 of the variables present outliers.
317;detect_dataset_boxplots.png;The boxplots presented show a large number of outliers for most of the numeric variables.
318;detect_dataset_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
319;detect_dataset_boxplots.png;A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.
320;detect_dataset_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
321;detect_dataset_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
322;detect_dataset_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
323;detect_dataset_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
324;detect_dataset_nr_records_nr_variables.png;Given the number of records and that some variables are numeric, we might be facing the curse of dimensionality.
325;detect_dataset_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
326;detect_dataset_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
327;detect_dataset_histograms_numeric.png;All variables, but the class, should be dealt with as date.
328;detect_dataset_histograms_numeric.png;The variable Ic can be seen as ordinal.
329;detect_dataset_histograms_numeric.png;The variable Vc can be seen as ordinal without losing information.
330;detect_dataset_histograms_numeric.png;Variable Ia is balanced.
331;detect_dataset_histograms_numeric.png;It is clear that variable Va shows some outliers, but we can’t be sure of the same for variable Vc.
332;detect_dataset_histograms_numeric.png;Outliers seem to be a problem in the dataset.
333;detect_dataset_histograms_numeric.png;Variable Ia shows a high number of outlier values.
334;detect_dataset_histograms_numeric.png;Variable Ic doesn’t have any outliers.
335;detect_dataset_histograms_numeric.png;Variable Ic presents some outliers.
336;detect_dataset_histograms_numeric.png;At least 60 of the variables present outliers.
337;detect_dataset_histograms_numeric.png;The histograms presented show a large number of outliers for most of the numeric variables.
338;detect_dataset_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
339;detect_dataset_histograms_numeric.png;Considering the common semantics for Ia and Ib variables, dummification if applied would increase the risk of facing the curse of dimensionality.
340;detect_dataset_histograms_numeric.png;Considering the common semantics for Vc variable, dummification would be the most adequate encoding.
341;detect_dataset_histograms_numeric.png;The variable Vb can be coded as ordinal without losing information.
342;detect_dataset_histograms_numeric.png;Feature generation based on variable Vb seems to be promising.
343;detect_dataset_histograms_numeric.png;Feature generation based on the use of variable Ic wouldn’t be useful, but the use of Ia seems to be promising.
344;detect_dataset_histograms_numeric.png;Given the usual semantics of Ib variable, dummification would have been a better codification.
345;detect_dataset_histograms_numeric.png;It is better to drop the variable Ia than removing all records with missing values.
346;detect_dataset_histograms_numeric.png;Not knowing the semantics of Ia variable, dummification could have been a more adequate codification.
347;diabetes_decision_tree.png;The variable BMI discriminates between the target values, as shown in the decision tree.
348;diabetes_decision_tree.png;Variable BMI is one of the most relevant variables.
349;diabetes_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.
350;diabetes_decision_tree.png;As reported in the tree, the number of False Positive is bigger than the number of False Negatives.
351;diabetes_decision_tree.png;The precision for the presented tree is higher than 60%.
352;diabetes_decision_tree.png;The number of True Positives reported in the same tree is 30.
353;diabetes_decision_tree.png;The number of False Positives is lower than the number of False Negatives for the presented tree.
354;diabetes_decision_tree.png;The accuracy for the presented tree is higher than its specificity.
355;diabetes_decision_tree.png;Considering that A=True<=>[BMI <= 29.85] and B=True<=>[Age <= 27.5], the Decision Tree presented classifies (not A, not B) as 1.
356;diabetes_decision_tree.png;Considering that A=True<=>[BMI <= 29.85] and B=True<=>[Age <= 27.5], the Decision Tree presented classifies (not A, not B) as 1.
