Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,ReachedOnTime
6,3,251,4,10,4889,Yes
4,5,210,2,5,5683,No
3,2,183,4,12,2777,Yes
4,4,207,3,9,4314,No
3,4,248,3,7,5299,No
3,2,226,3,11,3708,Yes
5,2,240,7,47,2174,Yes
5,2,243,5,4,1013,Yes
3,5,206,3,39,2929,Yes
4,3,101,6,37,1344,Yes
5,4,242,5,2,1717,Yes
3,4,176,2,10,4920,No
3,3,186,3,49,2356,Yes
4,4,263,3,10,4680,No
3,3,144,2,6,5994,Yes
5,5,192,3,5,4942,Yes
4,3,187,3,61,2207,Yes
2,2,206,5,7,5203,No
4,3,244,2,17,3125,Yes
4,5,171,4,4,4151,No
5,5,271,6,6,1450,Yes
4,5,211,2,4,4106,Yes
2,5,189,2,38,3708,Yes
5,4,248,5,3,1471,Yes
4,1,227,3,54,3972,Yes
4,2,219,3,2,3402,Yes
2,4,181,4,13,2309,Yes
2,1,192,3,9,4774,No
5,5,154,2,3,4669,No
4,1,183,4,9,5157,No
5,4,266,5,8,1592,Yes
6,1,231,4,23,2455,Yes
3,1,210,3,4,5683,No
4,1,152,3,4,5299,No
3,1,203,2,51,3976,Yes
2,5,233,3,9,4751,Yes
3,1,229,3,7,5324,Yes
4,2,177,3,44,1233,Yes
3,3,175,3,55,1229,Yes
4,5,240,5,8,4314,No
5,2,240,2,4,4447,Yes
5,4,157,4,58,1252,Yes
2,2,128,2,17,1824,Yes
3,2,212,2,65,3776,Yes
4,5,265,2,18,2969,Yes
4,3,146,3,10,5372,No
2,5,247,4,4,5255,Yes
5,1,245,5,9,1694,Yes
3,3,192,7,25,2152,Yes
3,1,275,2,1,2597,Yes
4,4,224,10,9,4149,No
3,2,207,3,1,4369,No
4,5,159,3,18,1808,Yes
6,5,244,4,9,1789,Yes
3,5,224,3,20,2937,Yes
3,2,245,2,7,4692,No
6,3,273,4,32,2532,Yes
5,4,265,2,2,5164,Yes
5,4,274,5,6,1969,No
4,3,243,4,9,4811,No
3,4,225,4,10,4460,Yes
5,2,254,5,6,1002,No
3,1,239,8,6,5023,Yes
6,3,266,4,8,1983,Yes
3,4,110,3,55,1281,Yes
5,5,244,2,10,5794,No
5,4,224,6,6,1049,Yes
4,3,229,2,6,4226,Yes
3,1,230,2,1,4970,Yes
6,2,309,4,7,1941,No
4,2,225,3,52,3189,Yes
5,2,156,4,39,1204,Yes
4,2,168,3,59,1717,Yes
5,5,304,5,8,1949,Yes
6,4,157,6,9,5354,Yes
4,3,228,4,61,3583,Yes
4,2,185,4,36,2583,Yes
4,5,155,3,8,4924,No
4,5,168,3,4,4759,Yes
6,1,157,6,1,4631,Yes
5,4,273,3,6,4044,Yes
4,2,208,3,17,2777,Yes
3,4,148,10,12,1779,Yes
3,4,220,7,43,2620,Yes
3,3,158,2,10,4061,Yes
4,1,284,4,4,4795,Yes
5,5,200,3,6,4401,Yes
3,2,153,3,3,5251,No
3,5,157,4,2,4640,No
3,2,133,5,9,5744,Yes
5,5,251,2,5,5178,Yes
3,2,204,3,48,2792,Yes
5,4,233,3,8,5076,Yes
3,5,195,3,47,2439,Yes
3,3,256,3,8,4070,No
5,5,258,4,5,4562,No
4,3,192,4,7,4949,No
3,5,251,2,23,2426,Yes
3,3,232,2,8,5544,Yes
4,4,249,6,1,1398,Yes
3,5,169,3,1,4636,Yes
5,1,206,4,62,1137,Yes
4,5,260,3,6,4221,No
3,2,224,2,49,3749,Yes
3,1,217,3,1,4177,Yes
5,3,119,2,8,5290,Yes
3,5,270,3,60,3885,Yes
3,5,191,4,2,5177,Yes
4,1,157,2,3,5801,No
7,1,254,4,9,1876,No
4,2,247,5,10,1515,No
3,4,273,3,8,4530,Yes
5,1,145,3,20,1387,Yes
5,3,206,4,18,3104,Yes
3,3,150,2,6,4170,Yes
5,2,244,5,7,5515,No
5,1,227,3,14,2589,Yes
4,3,263,3,4,4150,Yes
4,3,268,2,4,5280,Yes
4,2,265,4,40,2637,Yes
4,4,243,5,10,4356,No
3,4,179,2,5,4882,Yes
3,4,250,3,10,5688,No
3,2,182,10,1,4303,No
6,2,130,5,3,5654,No
5,4,230,3,39,3989,Yes
2,4,245,2,3,5850,Yes
3,4,214,3,1,5722,No
4,1,273,4,1,4857,No
3,3,175,3,45,1212,Yes
4,4,259,3,3,4509,No
3,5,149,3,7,4357,No
4,2,200,4,43,2747,Yes
5,5,226,3,50,2348,Yes
4,1,140,4,6,5067,No
3,2,158,3,59,1307,Yes
4,4,174,2,1,4541,Yes
3,4,268,2,8,1991,Yes
5,1,206,2,2,3490,Yes
4,4,228,4,1,5573,No
7,5,281,4,8,1987,Yes
2,5,117,3,44,1192,Yes
4,4,211,3,5,4812,No
3,2,193,3,7,5224,No
4,2,223,3,7,4026,Yes
3,3,239,4,5,4084,Yes
5,3,191,3,6,4244,No
6,3,219,4,6,4885,Yes
3,1,197,2,4,3621,Yes
3,4,154,3,2,4990,Yes
4,4,151,2,38,1001,Yes
5,4,273,3,60,3384,Yes
4,4,131,3,10,4625,No
4,1,266,4,3,5773,Yes
2,5,236,3,13,2171,Yes
4,4,207,2,14,2945,Yes
4,2,251,6,3,1297,No
3,4,254,2,56,3266,Yes
4,5,135,3,5,4515,No
4,2,169,6,6,4179,No
2,2,135,3,58,1734,Yes
5,2,151,3,20,1395,Yes
4,4,209,6,62,3532,Yes
3,5,180,4,9,5105,Yes
4,5,201,8,4,5472,Yes
3,1,139,3,6,1269,Yes
3,3,150,3,5,5328,No
4,3,264,5,3,1639,No
6,5,295,4,2,1981,No
4,1,252,4,7,5459,Yes
3,5,217,3,3,5433,No
3,3,167,4,1,5301,No
3,1,231,3,1,5392,Yes
5,2,214,6,3,3234,Yes
2,1,157,3,58,1930,Yes
4,5,253,7,11,3825,Yes
6,3,166,3,2,5559,No
3,3,176,4,10,1177,Yes
4,2,143,6,20,1654,Yes
6,4,253,4,6,1961,No
3,2,137,3,4,5617,No
3,5,264,6,30,2751,Yes
4,2,175,3,34,1005,Yes
3,3,201,2,8,5032,Yes
3,5,253,4,5,4761,Yes
3,2,237,3,8,5287,Yes
3,5,221,3,7,4741,Yes
5,3,242,5,9,1716,No
4,5,251,5,8,4573,No
3,2,164,3,29,1187,Yes
4,2,252,3,2,5769,No
6,5,244,4,4,1648,Yes
4,1,151,3,39,1458,Yes
4,5,138,3,23,1785,Yes
4,3,151,3,6,5379,Yes
6,2,291,4,8,1019,No
4,3,140,2,2,5042,No
4,1,203,4,34,3813,Yes
3,2,152,6,7,1674,Yes
6,4,253,4,7,1485,No
4,5,173,3,8,4040,Yes
4,5,222,2,2,4425,No
5,1,258,3,7,4466,Yes
3,5,166,3,31,1117,Yes
6,4,296,4,7,1969,No
4,1,275,3,7,5382,Yes
6,2,247,4,1,1668,No
4,3,251,5,2,1482,No
6,3,304,4,9,1401,No
3,2,168,3,10,4979,Yes
5,5,228,3,8,4731,Yes
5,3,237,3,7,4208,Yes
4,1,197,3,6,5032,No
2,1,218,2,15,2745,Yes
4,3,264,6,10,1962,Yes
5,3,181,3,7,5675,Yes
3,5,268,3,6,4172,Yes
3,1,170,3,3,4454,Yes
6,4,262,5,9,1369,No
4,3,233,2,47,3606,Yes
3,3,272,3,2,4059,Yes
3,3,262,2,10,5032,No
6,1,246,6,9,5466,Yes
4,4,267,3,9,5254,No
3,2,235,2,9,5116,No
5,4,285,6,63,3151,Yes
4,1,248,2,4,5783,No
6,4,260,3,9,4730,Yes
4,3,182,3,3,5624,No
3,1,146,10,5,4032,Yes
6,5,300,5,1,1188,No
3,4,207,7,46,2670,Yes
2,4,246,2,1,5374,Yes
3,2,273,3,12,2154,Yes
4,4,264,3,59,2020,Yes
6,4,244,4,7,1795,No
2,4,255,7,9,5224,Yes
5,3,157,4,1,1306,Yes
3,1,245,2,8,4594,Yes
7,1,289,4,4,1543,Yes
3,5,258,3,5,4494,No
5,1,303,5,4,1009,No
3,1,203,10,7,5917,Yes
4,3,267,5,9,1538,No
5,4,208,4,8,4116,No
5,5,268,5,10,1906,No
3,2,260,4,3,4423,No
5,2,249,5,6,1298,No
3,1,176,2,4,5726,No
5,4,196,3,2,5427,Yes
6,1,192,6,7,4014,Yes
3,4,180,6,3,5605,No
4,1,165,4,34,1831,Yes
5,4,132,6,8,1327,Yes
3,1,231,2,12,2123,Yes
3,3,241,3,10,5275,Yes
4,4,149,3,2,4241,Yes
7,4,291,4,1,1817,Yes
5,4,180,2,9,5208,No
3,1,185,3,3,3051,Yes
3,5,261,3,10,4224,Yes
7,4,296,4,10,1033,No
4,1,171,2,10,4536,No
3,3,228,2,5,4470,No
3,2,262,4,1,4745,Yes
6,1,222,8,2,4914,No
2,2,156,3,5,5628,Yes
5,1,268,5,1,4704,No
3,1,167,3,10,4341,Yes
3,2,240,6,26,2683,Yes
3,3,179,3,52,1158,Yes
3,5,220,2,1,5663,No
5,5,166,3,20,1267,Yes
6,4,151,3,10,5414,Yes
4,2,227,3,2,4318,Yes
3,3,183,3,4,5322,No
3,2,151,3,40,1173,Yes
3,1,154,2,10,5594,Yes
3,1,165,3,61,1313,Yes
3,1,216,4,4,4416,No
3,4,195,4,3,4743,No
5,3,223,5,4,1817,No
3,1,215,2,9,4940,No
3,3,133,3,2,4926,No
4,3,260,5,8,1756,No
4,3,213,3,2,5432,Yes
3,1,266,3,6,4010,No
5,4,131,8,7,4471,No
3,4,151,3,5,4767,Yes
3,4,261,2,52,3340,Yes
4,1,196,3,9,5216,Yes
4,3,202,3,7,5678,Yes
6,2,274,4,8,1626,Yes
5,4,184,3,9,3332,Yes
3,4,232,5,9,5759,No
3,3,158,3,6,5261,Yes
4,3,167,3,1,4621,Yes
4,3,233,2,3,4748,No
3,1,186,3,4,5515,Yes
3,4,195,3,23,3499,Yes
4,4,266,4,33,2701,Yes
5,2,244,5,1,1875,Yes
4,5,192,3,20,3872,Yes
4,1,259,7,4,5102,No
3,1,244,4,6,4734,Yes
3,1,182,2,3,5510,Yes
3,1,187,3,2,5154,Yes
4,1,231,5,10,1144,No
3,4,254,3,6,5716,No
3,4,273,3,3,5163,Yes
7,3,295,4,9,1235,No
6,2,285,4,6,1016,Yes
3,4,246,3,1,4273,Yes
5,1,151,6,2,4529,No
3,4,165,2,8,4280,Yes
3,4,184,3,10,4776,No
3,1,196,2,10,4141,Yes
4,2,187,4,49,3225,Yes
3,3,163,3,65,1614,Yes
4,3,195,3,1,4236,Yes
4,4,251,5,2,1329,Yes
2,4,173,2,1,4721,No
5,2,258,5,2,1232,Yes
3,3,257,3,44,3370,Yes
3,3,146,2,50,1486,Yes
3,4,160,4,56,1408,Yes
3,5,176,2,8,5597,Yes
4,3,158,3,5,5602,No
4,1,273,6,1,1826,No
6,5,277,4,5,1845,Yes
5,3,248,2,6,5863,Yes
5,1,217,2,10,4264,No
4,5,236,7,44,3808,Yes
5,3,274,3,54,2905,Yes
4,3,275,3,3,4824,No
5,4,97,3,8,4577,No
3,2,206,2,28,2822,Yes
2,5,188,2,9,4610,No
4,4,243,5,2,1842,No
3,3,150,4,1,4662,No
5,1,249,5,10,1561,No
4,4,250,3,10,4505,No
4,5,207,2,49,3736,Yes
4,1,273,4,54,2611,Yes
5,3,270,5,9,1764,Yes
6,4,265,4,9,1511,No
5,1,274,2,24,2423,Yes
3,3,205,2,2,2910,Yes
4,1,219,5,5,5253,No
4,1,159,4,5,5420,Yes
3,1,139,2,2,4534,No
4,1,165,3,51,1293,Yes
5,4,158,3,10,4670,Yes
4,1,173,4,1,4684,No
6,5,255,4,3,1624,Yes
3,5,237,4,28,3903,Yes
3,5,136,3,7,4147,No
4,3,134,10,8,4337,No
3,3,132,2,9,4355,Yes
6,1,237,5,3,5299,Yes
5,4,212,6,5,2041,Yes
4,3,131,5,6,1659,Yes
3,1,188,3,3,4222,No
5,4,175,4,4,4505,No
4,4,268,3,9,4118,Yes
5,4,255,6,4,1255,Yes
4,4,184,3,8,4453,Yes
5,5,271,4,8,1132,Yes
2,3,251,3,2,3351,Yes
5,5,230,2,36,3381,Yes
5,5,256,3,6,4145,Yes
5,4,228,5,5,1844,No
4,5,260,2,2,5368,No
3,4,255,2,2,4504,No
3,3,169,3,9,4317,Yes
5,1,243,5,3,1066,Yes
6,4,300,4,8,1301,Yes
6,3,192,4,9,5239,Yes
5,3,236,3,7,3589,Yes
5,4,221,6,6,1488,Yes
4,5,182,3,2,4473,No
3,1,159,2,5,4906,Yes
3,4,202,3,28,3707,Yes
6,1,264,3,5,4435,Yes
3,3,249,3,10,5184,No
6,3,260,4,1,1775,No
6,3,275,6,4,4875,No
4,1,135,2,64,1471,Yes
5,1,174,6,44,1635,Yes
4,5,164,3,3,4454,No
4,3,207,2,5,4286,No
4,4,197,3,20,3080,Yes
3,4,229,3,46,3223,Yes
3,3,257,3,64,3103,Yes
5,2,159,3,63,1675,Yes
4,2,242,2,8,5243,Yes
4,1,182,2,10,5638,No
5,4,286,5,3,5208,No
4,5,239,6,4,1451,No
5,1,111,4,2,5978,Yes
5,1,195,6,8,4944,Yes
7,4,295,4,10,1217,Yes
4,5,195,5,10,3537,Yes
7,4,305,4,6,1873,No
4,2,201,3,4,4613,No
3,4,211,3,1,5144,No
3,3,176,3,9,5575,No
4,2,200,3,7,4323,No
5,4,203,2,2,4190,Yes
4,2,168,2,9,5684,No
5,5,169,2,14,1497,Yes
7,3,301,4,1,1966,Yes
4,5,199,2,8,4463,No
4,5,154,3,9,5489,Yes
4,5,213,3,42,3121,Yes
5,1,266,3,31,3157,Yes
6,2,294,4,35,1625,Yes
4,4,179,3,48,1943,Yes
7,2,264,4,6,1688,No
2,5,263,4,4,4042,Yes
2,3,136,3,10,4933,No
3,1,199,6,7,4805,No
5,5,230,3,32,3249,Yes
4,5,207,2,3,5270,Yes
5,4,242,5,1,1571,Yes
5,1,191,3,56,3538,Yes
5,1,247,5,10,1562,Yes
4,1,147,3,11,1434,Yes
5,5,257,3,5,5084,No
4,2,167,4,20,1705,Yes
4,2,181,3,6,5964,No
3,2,204,2,35,2090,Yes
4,2,161,2,8,5654,Yes
4,5,175,2,4,4910,Yes
4,2,226,2,2,4332,No
6,4,260,4,1,1726,No
5,3,228,5,9,1924,No
3,5,152,6,32,1158,Yes
2,1,163,3,24,1119,Yes
4,3,255,4,10,4740,No
4,3,273,4,1,4585,No
4,1,226,5,2,1912,No
3,2,182,2,10,4391,Yes
4,3,192,4,3,1406,Yes
3,5,154,10,10,5282,Yes
4,1,260,4,10,4072,Yes
5,2,248,2,10,4813,No
4,2,210,3,8,5672,Yes
4,2,177,3,5,5757,No
4,4,261,6,10,4596,Yes
3,3,224,3,5,4214,Yes
5,4,172,2,5,4554,Yes
4,4,200,3,7,5807,Yes
6,1,269,6,2,5363,No
5,2,226,3,6,4700,Yes
3,2,244,3,5,5781,Yes
5,2,231,2,55,3894,Yes
3,2,211,3,7,4145,Yes
5,3,252,4,63,3729,Yes
4,3,133,3,50,1861,Yes
4,4,133,4,10,5296,No
4,3,211,7,9,5652,Yes
3,4,201,3,10,4032,Yes
4,4,144,2,5,4380,Yes
5,1,149,3,40,1062,Yes
5,1,114,4,47,1443,Yes
5,3,206,2,59,3278,Yes
4,5,169,4,6,4213,No
7,3,285,4,10,1935,Yes
4,5,196,2,3,5505,No
4,1,180,3,5,4346,No
5,2,134,2,9,5045,No
4,4,267,4,8,5219,Yes
5,2,279,8,5,4785,No
4,4,275,3,29,2602,Yes
3,3,202,2,39,3857,Yes
4,2,186,7,40,3111,Yes
4,5,169,2,10,4248,No
5,4,231,2,7,5491,Yes
4,2,249,6,9,1673,Yes
3,2,148,4,38,1322,Yes
4,1,171,4,2,5082,No
6,5,233,6,48,3341,Yes
3,3,216,8,4,5329,Yes
3,5,151,3,3,1273,Yes
3,5,163,2,49,1034,Yes
5,3,240,6,3,1321,No
3,3,203,3,3,5440,No
4,5,158,5,55,1936,Yes
6,4,287,4,9,1936,Yes
6,5,293,5,1,1278,No
6,3,247,4,4,1476,Yes
3,3,255,3,23,3764,Yes
6,3,133,5,32,1367,Yes
7,2,254,4,9,1788,No
4,3,158,6,43,1478,Yes
3,5,156,6,65,1308,Yes
3,1,109,6,6,5457,Yes
2,3,157,2,45,1965,Yes
3,4,166,4,1,5533,Yes
2,3,198,2,6,1996,No
3,3,234,3,8,2334,Yes
5,2,174,3,10,5973,Yes
5,4,281,4,40,3381,Yes
6,3,247,4,9,1011,No
2,5,246,5,46,2437,Yes
5,1,165,3,37,1228,Yes
4,3,217,6,6,1552,No
3,1,195,3,5,3251,Yes
5,4,268,3,6,2206,Yes
3,4,150,2,6,5987,No
5,3,266,5,2,1510,Yes
6,3,269,4,3,1022,No
3,3,138,2,40,1117,Yes
3,3,214,2,4,3754,Yes
4,2,152,4,3,4006,No
6,3,161,4,8,1247,No
4,3,243,3,1,5021,No
5,4,190,2,23,3960,Yes
5,2,207,2,35,2184,Yes
3,1,210,2,9,5932,No
5,4,182,4,61,3063,Yes
4,2,174,3,10,4318,No
3,1,183,2,3,4042,No
3,5,102,6,3,1341,Yes
4,5,245,3,6,2717,Yes
3,3,214,2,9,4185,No
5,5,263,2,59,3238,Yes
5,5,133,10,9,1724,Yes
3,3,135,3,8,1074,Yes
5,3,222,6,9,1656,No
3,5,241,4,3,5051,No
4,2,237,3,7,4785,No
4,2,222,2,10,5115,Yes
4,4,204,2,29,2941,Yes
5,5,208,8,39,2905,Yes
3,3,133,2,8,4241,No
4,3,196,2,7,4116,Yes
6,3,265,5,10,1897,No
3,1,167,2,34,1967,Yes
4,2,269,10,2,5616,Yes
7,1,307,4,4,1371,Yes
4,2,201,3,6,5616,Yes
5,2,260,3,1,4799,Yes
6,3,245,4,3,1982,Yes
5,3,273,4,1,5119,No
4,1,224,2,6,4454,Yes
3,1,251,2,7,5368,Yes
3,5,242,2,1,5803,Yes
4,1,235,2,64,2107,Yes
4,5,246,3,10,4616,Yes
3,5,194,3,6,4295,Yes
3,1,212,6,5,5339,No
3,4,154,2,43,1542,Yes
6,3,274,6,1,4632,No
4,1,171,2,3,4271,No
4,5,277,5,32,1055,Yes
3,3,176,3,10,5284,Yes
3,3,170,4,3,4049,No
2,4,184,5,9,5812,No
3,3,180,3,8,5953,Yes
3,2,178,2,59,1933,Yes
6,5,273,5,10,5756,Yes
5,5,242,5,3,1444,Yes
3,4,199,4,6,5207,No
4,1,241,3,4,4493,Yes
5,5,192,2,10,5564,No
3,3,250,6,9,5322,Yes
3,5,242,3,19,3753,Yes
3,5,165,3,3,5409,No
4,5,137,2,6,5208,No
4,3,190,10,34,3935,Yes
4,5,248,3,7,5853,No
6,3,195,2,21,3869,Yes
5,2,254,3,9,5714,Yes
4,2,266,3,5,4831,Yes
7,5,192,3,46,1550,Yes
3,3,187,6,2,4549,No
3,3,153,3,5,4578,Yes
3,3,179,2,62,1765,Yes
3,1,193,3,3,5154,No
4,1,137,2,3,4657,No
3,5,240,8,9,4436,Yes
3,3,225,2,55,2259,Yes
4,3,187,4,29,3141,Yes
2,3,197,3,7,4632,No
3,5,270,3,5,4843,Yes
4,1,145,3,8,5127,No
5,3,239,4,3,3734,Yes
4,1,229,4,3,4352,Yes
6,1,257,3,37,2239,Yes
4,1,211,3,7,4083,Yes
6,4,306,4,9,1595,No
5,4,245,5,4,1771,Yes
3,2,198,4,3,4172,Yes
6,3,310,4,2,1817,No
4,3,238,2,7,5808,Yes
5,4,157,7,3,4723,No
4,5,230,2,38,2890,Yes
3,5,193,2,10,5776,No
6,5,305,4,10,1418,Yes
3,1,129,3,9,5296,Yes
6,1,281,4,2,1592,No
4,4,270,3,4,5888,No
3,5,244,2,8,5715,Yes
4,2,246,3,5,5960,No
5,4,275,4,7,4597,No
4,5,160,5,3,4648,Yes
5,1,202,4,2,5748,No
3,1,169,3,6,4081,Yes
5,5,163,3,54,1536,Yes
4,3,217,3,16,3444,Yes
3,1,167,2,8,4171,Yes
6,4,253,2,9,5972,No
4,2,187,2,7,4470,Yes
5,2,173,2,10,4741,No
3,1,152,2,2,4136,No
5,3,248,3,10,5567,Yes
5,2,284,4,1,4171,Yes
5,2,265,2,24,2415,Yes
3,1,174,3,9,4380,Yes
3,2,174,3,4,1337,Yes
4,2,185,5,7,4694,Yes
5,2,233,3,5,5756,Yes
4,3,203,3,12,3539,Yes
4,4,185,3,2,5288,Yes
4,3,238,2,1,4051,No
5,2,221,5,10,1160,No
4,4,174,2,2,5892,No
3,3,149,4,2,5282,No
3,2,154,2,4,1009,Yes
3,2,253,3,7,4915,No
5,5,273,5,4,1597,Yes
3,1,258,2,11,2791,Yes
3,4,272,4,23,2048,Yes
4,4,266,2,2,4290,No
4,4,196,3,2,4320,Yes
6,2,293,5,2,1494,No
6,2,247,4,8,1941,No
4,3,253,4,4,4868,Yes
3,3,171,4,8,4502,No
2,5,156,2,2,1750,Yes
5,2,249,3,6,5212,No
4,4,256,3,1,5784,Yes
4,4,145,2,9,5070,No
3,3,197,2,10,5255,No
3,2,234,3,5,4757,Yes
7,2,277,5,7,1260,Yes
4,2,139,8,2,5012,Yes
7,3,286,4,2,1712,Yes
6,4,255,4,3,1569,Yes
2,5,228,3,8,5643,Yes
3,3,140,2,3,5713,No
4,1,200,2,9,4808,Yes
4,5,261,3,3,4885,Yes
4,4,269,10,3,4488,No
4,5,237,2,6,5954,No
4,4,135,3,2,5016,No
2,3,230,3,4,5127,No
2,3,128,2,53,1530,Yes
4,3,216,2,4,5997,No
4,3,148,2,29,1809,Yes
4,5,273,3,2,4374,No
5,3,257,5,10,1812,No
4,1,183,3,3,5178,Yes
4,3,268,3,10,5998,No
4,2,212,3,3,4555,No
5,1,228,5,2,1950,Yes
6,1,306,4,8,1378,No
3,1,235,10,56,2175,Yes
5,3,186,2,58,2259,Yes
3,4,264,3,8,4575,Yes
6,4,243,4,9,1353,Yes
5,3,267,4,1,4837,Yes
3,5,273,10,5,4608,No
3,3,162,8,10,4842,No
4,3,150,2,8,4965,Yes
6,2,282,4,1,1857,Yes
5,3,174,6,41,1085,Yes
4,5,157,3,2,4343,Yes
4,3,177,3,1,5282,No
5,5,185,5,5,4078,No
3,1,179,2,2,4085,No
3,3,211,3,7,5185,No
4,5,173,2,5,4776,Yes
4,1,260,2,2,4529,No
5,5,134,2,64,1785,Yes
4,3,162,3,4,5913,Yes
4,3,142,4,29,1420,Yes
6,3,278,4,4,1716,No
3,2,144,4,8,4867,Yes
4,1,202,2,40,2327,Yes
7,4,309,4,7,1880,No
6,3,283,5,10,1483,No
6,5,307,4,3,1406,No
4,5,132,4,28,1715,Yes
5,1,154,2,37,1671,Yes
3,1,264,3,5,5043,No
3,5,151,3,1,4088,No
4,3,213,3,57,3599,Yes
3,4,205,8,5,4869,Yes
7,2,244,4,8,1477,Yes
4,2,221,3,10,5632,No
5,5,245,5,5,1252,No
3,4,156,4,7,1492,Yes
3,3,235,3,10,4186,No
3,1,199,3,8,5557,Yes
6,4,244,4,1,1179,Yes
6,1,232,6,4,5877,No
6,4,304,4,7,1226,Yes
4,3,228,5,8,1753,Yes
4,5,261,2,6,5920,No
3,2,154,3,6,5540,Yes
3,1,160,3,57,1833,Yes
4,2,157,4,6,4964,No
3,5,172,2,60,1840,Yes
4,3,223,3,7,5935,No
5,1,236,2,2,4987,Yes
3,2,221,2,10,4715,Yes
7,1,287,4,1,1660,No
4,4,159,2,4,4648,Yes
4,3,201,3,46,3641,Yes
3,5,109,4,4,4308,No
4,3,238,2,43,2200,Yes
3,2,260,3,9,4591,Yes
3,4,216,3,3,5149,No
5,3,253,5,6,1028,No
4,2,201,2,6,5729,No
4,4,228,3,60,2715,Yes
5,5,149,3,9,5979,No
5,1,170,3,48,1299,Yes
3,1,166,3,9,4251,No
4,4,213,4,2,5857,Yes
4,4,236,3,10,4347,Yes
3,5,181,4,1,4971,Yes
4,4,236,2,5,5266,No
3,1,206,2,56,2069,Yes
5,2,158,3,2,5221,No
2,5,164,4,2,1439,Yes
5,1,230,6,60,2067,Yes
3,5,210,3,6,5566,No
5,1,262,3,58,3599,Yes
3,3,155,3,7,5464,No
6,3,295,5,4,1392,No
5,2,169,5,2,4542,No
4,5,240,2,6,5045,Yes
2,1,229,4,11,3614,Yes
3,5,171,3,7,5318,Yes
3,4,145,8,24,1594,Yes
3,2,257,3,25,2334,Yes
5,2,246,2,4,3617,Yes
5,2,145,3,2,4836,No
5,3,232,5,2,1057,Yes
4,3,213,3,2,5722,No
3,2,183,3,25,2023,Yes
4,2,160,3,64,1714,Yes
4,2,239,3,5,5978,No
4,1,228,5,6,1727,Yes
3,5,242,5,61,3688,Yes
3,3,253,3,7,5085,No
4,1,140,2,60,1950,Yes
4,2,272,2,1,5939,Yes
3,3,141,3,10,1751,Yes
5,5,190,4,12,2947,Yes
4,4,268,6,3,4834,No
2,2,278,2,9,4318,No
6,4,298,4,8,1437,Yes
3,5,257,3,4,5196,Yes
5,3,245,4,1,5743,No
4,4,222,3,2,5140,No
5,1,210,3,9,2944,Yes
2,3,188,3,51,3191,Yes
2,3,224,2,5,5050,No
5,5,98,2,2,4125,Yes
3,1,255,5,1,2713,Yes
5,4,232,5,5,1337,No
4,4,192,4,46,3599,Yes
3,5,167,2,2,4141,No
3,1,238,6,59,3375,Yes
4,2,149,5,8,4209,No
4,3,158,3,1,5089,Yes
3,5,275,2,7,4619,No
3,5,152,2,6,1800,Yes
5,4,263,4,10,1995,No
3,2,176,2,1,5292,No
4,1,150,2,5,4133,No
3,5,155,4,1,4432,Yes
3,3,205,5,35,2988,Yes
4,4,145,3,2,5665,No
3,2,174,3,3,4132,No
3,2,231,3,5,5046,No
4,5,134,3,1,1008,No
3,4,135,3,22,1378,Yes
6,1,141,3,2,5144,No
3,4,248,2,15,2983,Yes
4,1,232,3,55,2686,Yes
4,3,257,3,2,5198,Yes
4,4,196,3,11,3244,Yes
4,3,173,3,7,4810,Yes
4,3,161,3,7,4245,No
4,1,202,2,10,5428,Yes
3,4,180,3,52,1727,Yes
6,4,172,6,10,5554,Yes
4,5,135,3,53,1744,Yes
4,4,229,2,9,5672,Yes
3,4,196,4,5,4749,Yes
5,3,210,2,19,3920,Yes
3,5,233,2,1,4913,No
3,4,186,4,6,4403,No
5,1,241,5,3,1379,No
4,5,212,4,21,1014,Yes
6,4,257,4,9,1108,Yes
5,5,269,5,4,1454,No
4,3,185,3,3,3131,Yes
4,4,134,3,14,1716,Yes
4,2,227,4,22,2460,Yes
4,4,204,3,9,4757,No
5,4,230,3,6,4257,No
4,3,139,3,64,1814,Yes
6,3,284,4,4,1652,Yes
3,1,219,2,39,2696,Yes
3,4,201,3,6,5722,Yes
7,1,291,4,9,1880,Yes
5,2,269,5,9,1165,No
4,2,220,3,9,5896,No
4,1,212,2,4,4969,No
4,2,149,4,40,1102,Yes
5,1,195,3,37,3690,Yes
4,3,232,2,1,5398,No
3,3,218,4,8,1883,No
4,5,165,3,5,4735,No
4,3,253,6,4,1788,Yes
5,4,229,2,9,3667,Yes
2,4,274,10,3,4167,Yes
5,3,251,3,8,4228,Yes
2,3,211,3,8,1172,No
4,1,169,4,10,4245,No
5,4,219,5,5,1867,No
4,4,265,3,9,5508,No
3,2,256,2,7,5725,Yes
6,2,266,4,9,1220,No
5,3,263,2,3,4474,Yes
4,5,246,2,3,5705,No
4,4,238,3,13,2042,Yes
3,3,134,4,7,5370,Yes
5,2,252,5,10,1568,No
2,5,254,2,10,5718,Yes
4,5,172,2,7,4559,No
5,2,173,4,4,5363,No
3,3,152,2,3,4193,Yes
4,4,216,6,10,1255,No
3,3,251,2,3,5168,No
2,2,226,3,5,5875,No
5,1,244,2,5,4125,Yes
2,2,215,5,3,5185,Yes
4,5,163,3,38,1146,Yes
3,3,134,3,8,4950,No
7,5,133,5,3,1544,Yes
