no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,lead_time,arrival_month,arrival_date,avg_price_per_room,no_of_special_requests,booking_status
1.0,0.0,1.0,2.0,122.0,7.0,15.0,106.0,1.0,Not_Canceled
2.0,0.0,1.0,0.0,13.0,3.0,20.0,85.0,1.0,Not_Canceled
2.0,0.0,0.0,1.0,1.0,3.0,15.0,97.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,60.0,2.0,26.0,83.3,1.0,Not_Canceled
1.0,0.0,0.0,1.0,14.0,11.0,11.0,152.0,2.0,Not_Canceled
2.0,0.0,1.0,2.0,83.0,12.0,26.0,111.6,1.0,Not_Canceled
2.0,0.0,2.0,4.0,37.0,11.0,13.0,88.4,1.0,Canceled
2.0,0.0,2.0,3.0,57.0,5.0,15.0,132.6,1.0,Not_Canceled
2.0,0.0,0.0,2.0,17.0,12.0,9.0,95.0,0.0,Not_Canceled
2.0,0.0,1.0,0.0,31.0,4.0,24.0,94.5,0.0,Canceled
2.0,0.0,1.0,3.0,147.0,9.0,12.0,126.9,1.0,Not_Canceled
2.0,0.0,1.0,3.0,79.0,3.0,24.0,90.95,1.0,Canceled
2.0,0.0,2.0,5.0,4.0,12.0,26.0,92.43,1.0,Not_Canceled
2.0,0.0,2.0,1.0,117.0,8.0,1.0,94.5,0.0,Canceled
3.0,0.0,4.0,5.0,114.0,7.0,17.0,191.0,0.0,Canceled
2.0,2.0,1.0,2.0,41.0,9.0,5.0,174.0,0.0,Canceled
2.0,0.0,2.0,2.0,56.0,9.0,25.0,185.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,0.0,11.0,28.0,77.25,2.0,Not_Canceled
2.0,0.0,2.0,1.0,117.0,8.0,1.0,94.5,0.0,Canceled
1.0,2.0,0.0,1.0,143.0,7.0,13.0,106.03,0.0,Not_Canceled
2.0,0.0,1.0,0.0,1.0,4.0,17.0,89.0,2.0,Not_Canceled
1.0,0.0,0.0,1.0,17.0,11.0,17.0,67.0,0.0,Canceled
2.0,0.0,0.0,3.0,58.0,6.0,1.0,140.4,0.0,Canceled
2.0,0.0,2.0,5.0,182.0,3.0,28.0,96.94,1.0,Canceled
2.0,0.0,1.0,1.0,0.0,10.0,24.0,71.73,0.0,Not_Canceled
2.0,0.0,0.0,3.0,7.0,5.0,5.0,144.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,58.0,4.0,22.0,118.8,0.0,Canceled
1.0,0.0,2.0,4.0,69.0,6.0,12.0,120.0,0.0,Canceled
2.0,0.0,0.0,3.0,0.0,1.0,19.0,101.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,315.0,12.0,2.0,52.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,8.0,4.0,27.0,140.0,2.0,Not_Canceled
2.0,0.0,1.0,2.0,57.0,2.0,8.0,23.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,178.0,7.0,20.0,102.3,1.0,Canceled
2.0,0.0,0.0,2.0,32.0,3.0,4.0,105.4,2.0,Not_Canceled
1.0,0.0,1.0,0.0,5.0,11.0,28.0,77.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,3.0,11.0,5.0,96.5,1.0,Not_Canceled
2.0,0.0,0.0,1.0,6.0,4.0,15.0,131.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,8.0,5.0,31.0,111.35,1.0,Not_Canceled
2.0,0.0,1.0,2.0,24.0,8.0,12.0,85.0,1.0,Not_Canceled
2.0,0.0,0.0,4.0,77.0,3.0,23.0,88.83,0.0,Canceled
2.0,0.0,2.0,3.0,157.0,6.0,26.0,90.95,0.0,Canceled
2.0,0.0,0.0,2.0,11.0,1.0,12.0,69.6,0.0,Not_Canceled
2.0,0.0,0.0,1.0,80.0,4.0,13.0,85.5,1.0,Not_Canceled
2.0,0.0,0.0,5.0,213.0,8.0,2.0,108.95,1.0,Canceled
1.0,0.0,0.0,1.0,0.0,10.0,20.0,112.0,0.0,Not_Canceled
1.0,0.0,2.0,2.0,116.0,2.0,28.0,61.0,0.0,Canceled
1.0,0.0,0.0,1.0,114.0,10.0,27.0,125.1,1.0,Not_Canceled
2.0,0.0,1.0,3.0,50.0,11.0,17.0,74.61,1.0,Not_Canceled
2.0,0.0,0.0,2.0,32.0,9.0,27.0,154.0,1.0,Canceled
2.0,0.0,0.0,2.0,88.0,10.0,7.0,90.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,112.0,6.0,2.0,100.0,0.0,Not_Canceled
2.0,0.0,1.0,1.0,3.0,8.0,1.0,109.0,1.0,Not_Canceled
2.0,0.0,2.0,2.0,56.0,9.0,25.0,185.0,0.0,Not_Canceled
1.0,0.0,1.0,3.0,5.0,5.0,16.0,98.32,0.0,Not_Canceled
2.0,0.0,1.0,2.0,69.0,6.0,27.0,111.9,0.0,Canceled
2.0,0.0,0.0,1.0,0.0,5.0,24.0,141.0,0.0,Not_Canceled
2.0,1.0,1.0,0.0,14.0,9.0,12.0,0.0,1.0,Not_Canceled
2.0,0.0,0.0,1.0,2.0,3.0,30.0,89.0,0.0,Not_Canceled
2.0,0.0,2.0,1.0,282.0,10.0,10.0,76.67,0.0,Not_Canceled
2.0,0.0,2.0,1.0,0.0,12.0,20.0,58.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,44.0,4.0,29.0,85.5,0.0,Not_Canceled
1.0,0.0,1.0,1.0,4.0,2.0,22.0,73.8,0.0,Not_Canceled
2.0,0.0,1.0,1.0,24.0,3.0,26.0,141.0,1.0,Not_Canceled
2.0,0.0,2.0,4.0,46.0,8.0,28.0,81.31,0.0,Not_Canceled
2.0,0.0,0.0,2.0,1.0,6.0,2.0,110.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,79.0,4.0,27.0,75.0,0.0,Not_Canceled
2.0,0.0,1.0,0.0,163.0,8.0,1.0,105.3,2.0,Canceled
1.0,0.0,1.0,0.0,2.0,11.0,30.0,64.8,0.0,Not_Canceled
2.0,1.0,2.0,5.0,197.0,8.0,23.0,112.32,2.0,Canceled
2.0,0.0,0.0,3.0,14.0,9.0,9.0,113.0,2.0,Not_Canceled
2.0,0.0,1.0,0.0,6.0,9.0,19.0,183.1,0.0,Not_Canceled
1.0,0.0,2.0,2.0,115.0,2.0,27.0,76.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,189.0,10.0,28.0,96.3,3.0,Not_Canceled
2.0,0.0,1.0,1.0,40.0,10.0,5.0,70.0,0.0,Not_Canceled
3.0,0.0,2.0,1.0,37.0,10.0,2.0,158.4,1.0,Not_Canceled
1.0,0.0,0.0,1.0,2.0,1.0,14.0,66.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,3.0,8.0,11.0,107.0,1.0,Not_Canceled
3.0,0.0,0.0,1.0,37.0,6.0,29.0,111.6,1.0,Not_Canceled
1.0,0.0,1.0,0.0,27.0,4.0,25.0,111.0,1.0,Not_Canceled
1.0,0.0,0.0,1.0,1.0,6.0,22.0,95.48,1.0,Not_Canceled
1.0,0.0,1.0,2.0,219.0,9.0,4.0,76.67,0.0,Not_Canceled
3.0,0.0,0.0,1.0,148.0,10.0,25.0,123.3,1.0,Not_Canceled
2.0,0.0,1.0,3.0,120.0,8.0,15.0,125.55,0.0,Canceled
2.0,0.0,0.0,1.0,160.0,10.0,29.0,80.1,0.0,Canceled
2.0,0.0,1.0,0.0,31.0,9.0,11.0,125.1,2.0,Not_Canceled
2.0,0.0,0.0,3.0,25.0,10.0,18.0,85.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,142.0,7.0,1.0,85.5,1.0,Not_Canceled
3.0,0.0,0.0,4.0,20.0,2.0,23.0,139.0,1.0,Not_Canceled
2.0,0.0,2.0,2.0,41.0,10.0,23.0,110.09,1.0,Not_Canceled
2.0,0.0,0.0,2.0,211.0,5.0,20.0,100.0,0.0,Canceled
1.0,0.0,0.0,3.0,11.0,3.0,16.0,62.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,56.0,9.0,17.0,58.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,10.0,7.0,29.0,99.0,1.0,Not_Canceled
1.0,0.0,0.0,2.0,65.0,10.0,2.0,100.0,1.0,Not_Canceled
3.0,0.0,0.0,4.0,162.0,7.0,6.0,130.05,1.0,Canceled
2.0,1.0,2.0,2.0,66.0,10.0,23.0,213.1,1.0,Not_Canceled
2.0,0.0,0.0,3.0,112.0,6.0,2.0,120.0,0.0,Canceled
2.0,0.0,1.0,1.0,25.0,8.0,15.0,76.5,0.0,Not_Canceled
1.0,0.0,1.0,3.0,32.0,10.0,10.0,148.28,0.0,Canceled
2.0,2.0,2.0,2.0,164.0,8.0,21.0,167.45,0.0,Canceled
3.0,0.0,0.0,4.0,41.0,6.0,8.0,150.3,0.0,Canceled
1.0,0.0,0.0,1.0,0.0,2.0,6.0,79.0,0.0,Not_Canceled
2.0,0.0,2.0,2.0,47.0,7.0,3.0,107.1,1.0,Not_Canceled
1.0,0.0,1.0,2.0,14.0,11.0,14.0,88.0,1.0,Not_Canceled
1.0,0.0,5.0,11.0,31.0,12.0,3.0,66.29,0.0,Canceled
2.0,0.0,1.0,0.0,13.0,3.0,20.0,85.0,1.0,Not_Canceled
3.0,0.0,1.0,4.0,206.0,10.0,3.0,133.45,0.0,Canceled
2.0,0.0,1.0,2.0,132.0,7.0,1.0,72.25,0.0,Not_Canceled
1.0,0.0,0.0,2.0,164.0,10.0,2.0,100.0,0.0,Not_Canceled
3.0,0.0,0.0,3.0,12.0,3.0,24.0,183.67,0.0,Canceled
2.0,0.0,1.0,0.0,52.0,8.0,28.0,99.0,3.0,Not_Canceled
2.0,1.0,0.0,4.0,133.0,12.0,6.0,100.3,1.0,Canceled
2.0,0.0,0.0,2.0,3.0,8.0,21.0,106.0,2.0,Not_Canceled
2.0,0.0,1.0,0.0,0.0,8.0,1.0,102.0,1.0,Not_Canceled
2.0,0.0,0.0,4.0,95.0,12.0,7.0,77.86,2.0,Not_Canceled
2.0,0.0,2.0,2.0,113.0,7.0,15.0,72.25,0.0,Not_Canceled
2.0,0.0,0.0,1.0,41.0,10.0,27.0,109.0,2.0,Not_Canceled
3.0,0.0,1.0,1.0,118.0,8.0,1.0,137.7,1.0,Not_Canceled
2.0,0.0,1.0,3.0,0.0,9.0,21.0,145.0,1.0,Not_Canceled
2.0,0.0,1.0,0.0,57.0,8.0,29.0,99.0,1.0,Not_Canceled
3.0,0.0,2.0,2.0,61.0,6.0,18.0,134.53,0.0,Canceled
2.0,0.0,0.0,2.0,78.0,3.0,22.0,69.7,0.0,Not_Canceled
2.0,0.0,2.0,1.0,38.0,3.0,5.0,83.9,1.0,Not_Canceled
1.0,0.0,0.0,2.0,6.0,10.0,20.0,129.0,3.0,Not_Canceled
2.0,0.0,1.0,0.0,6.0,9.0,20.0,114.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,103.0,12.0,2.0,93.6,1.0,Canceled
2.0,0.0,0.0,3.0,101.0,3.0,15.0,78.3,0.0,Canceled
2.0,0.0,1.0,1.0,6.0,4.0,4.0,61.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,57.0,11.0,17.0,79.2,2.0,Not_Canceled
2.0,0.0,0.0,3.0,146.0,7.0,27.0,94.5,1.0,Not_Canceled
1.0,0.0,1.0,2.0,11.0,12.0,19.0,86.0,0.0,Not_Canceled
2.0,0.0,0.0,4.0,36.0,10.0,21.0,96.3,2.0,Not_Canceled
1.0,0.0,0.0,1.0,0.0,12.0,20.0,89.55,0.0,Not_Canceled
1.0,0.0,0.0,3.0,29.0,8.0,31.0,92.4,0.0,Canceled
2.0,0.0,0.0,3.0,229.0,10.0,27.0,70.44,2.0,Canceled
1.0,0.0,1.0,2.0,6.0,2.0,15.0,85.0,0.0,Canceled
1.0,0.0,0.0,2.0,32.0,11.0,20.0,73.0,0.0,Not_Canceled
1.0,0.0,0.0,1.0,0.0,8.0,6.0,80.0,2.0,Not_Canceled
2.0,0.0,2.0,1.0,20.0,9.0,11.0,85.0,0.0,Not_Canceled
2.0,0.0,0.0,4.0,36.0,12.0,28.0,168.73,0.0,Not_Canceled
2.0,2.0,1.0,2.0,11.0,8.0,21.0,153.0,1.0,Not_Canceled
1.0,0.0,2.0,3.0,131.0,6.0,19.0,115.94,0.0,Canceled
2.0,0.0,2.0,2.0,152.0,12.0,18.0,74.8,2.0,Not_Canceled
1.0,1.0,0.0,3.0,108.0,5.0,4.0,92.4,0.0,Not_Canceled
3.0,0.0,1.0,2.0,191.0,8.0,22.0,137.7,0.0,Canceled
2.0,0.0,2.0,0.0,386.0,10.0,23.0,115.0,1.0,Canceled
2.0,0.0,1.0,1.0,184.0,8.0,13.0,94.5,0.0,Canceled
1.0,0.0,2.0,3.0,151.0,10.0,6.0,88.01,1.0,Not_Canceled
2.0,0.0,1.0,0.0,21.0,3.0,7.0,91.0,0.0,Canceled
2.0,0.0,0.0,2.0,0.0,9.0,30.0,110.0,1.0,Not_Canceled
2.0,0.0,1.0,0.0,258.0,10.0,16.0,110.0,0.0,Canceled
1.0,0.0,0.0,1.0,8.0,5.0,25.0,119.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,273.0,5.0,13.0,95.0,0.0,Canceled
2.0,0.0,1.0,3.0,39.0,11.0,7.0,174.25,2.0,Not_Canceled
1.0,0.0,1.0,0.0,2.0,8.0,2.0,0.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,13.0,6.0,28.0,146.0,1.0,Not_Canceled
2.0,0.0,2.0,3.0,152.0,8.0,6.0,149.25,1.0,Canceled
1.0,0.0,1.0,1.0,19.0,11.0,7.0,6.0,0.0,Not_Canceled
2.0,2.0,1.0,1.0,58.0,6.0,27.0,180.9,2.0,Not_Canceled
2.0,0.0,0.0,2.0,39.0,8.0,14.0,101.5,0.0,Not_Canceled
2.0,0.0,2.0,3.0,58.0,4.0,21.0,96.08,0.0,Not_Canceled
2.0,0.0,0.0,3.0,279.0,10.0,12.0,110.0,0.0,Canceled
2.0,0.0,1.0,2.0,15.0,11.0,7.0,200.0,2.0,Not_Canceled
2.0,0.0,2.0,4.0,150.0,7.0,24.0,99.45,2.0,Not_Canceled
2.0,0.0,1.0,1.0,4.0,9.0,12.0,128.5,2.0,Not_Canceled
2.0,0.0,0.0,2.0,263.0,10.0,21.0,110.0,0.0,Canceled
2.0,0.0,1.0,4.0,117.0,8.0,24.0,72.25,0.0,Canceled
1.0,0.0,2.0,0.0,2.0,9.0,20.0,77.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,43.0,11.0,9.0,176.67,2.0,Not_Canceled
2.0,0.0,0.0,3.0,235.0,8.0,31.0,94.5,1.0,Canceled
2.0,0.0,1.0,2.0,127.0,6.0,17.0,128.88,2.0,Not_Canceled
2.0,0.0,2.0,5.0,11.0,6.0,16.0,156.0,1.0,Not_Canceled
2.0,0.0,2.0,2.0,275.0,10.0,28.0,90.95,1.0,Canceled
2.0,0.0,0.0,1.0,6.0,11.0,4.0,89.0,0.0,Not_Canceled
2.0,0.0,2.0,3.0,144.0,9.0,23.0,129.6,2.0,Not_Canceled
2.0,2.0,2.0,5.0,145.0,8.0,8.0,184.95,1.0,Not_Canceled
2.0,0.0,0.0,1.0,4.0,2.0,20.0,93.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,22.0,9.0,15.0,139.0,2.0,Not_Canceled
2.0,0.0,0.0,2.0,71.0,9.0,20.0,80.75,0.0,Not_Canceled
2.0,0.0,0.0,1.0,23.0,8.0,3.0,166.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,139.0,6.0,15.0,116.1,2.0,Not_Canceled
2.0,0.0,0.0,3.0,44.0,2.0,17.0,75.0,0.0,Not_Canceled
1.0,0.0,1.0,3.0,16.0,4.0,7.0,127.5,0.0,Canceled
1.0,0.0,2.0,4.0,69.0,6.0,12.0,120.0,0.0,Canceled
2.0,0.0,0.0,4.0,68.0,12.0,2.0,60.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,74.0,9.0,18.0,101.5,0.0,Not_Canceled
2.0,0.0,2.0,5.0,257.0,12.0,25.0,78.81,2.0,Canceled
2.0,0.0,1.0,3.0,0.0,9.0,21.0,155.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,54.0,7.0,18.0,94.5,0.0,Canceled
2.0,0.0,1.0,2.0,68.0,4.0,4.0,96.3,1.0,Not_Canceled
1.0,0.0,0.0,3.0,276.0,9.0,22.0,95.67,0.0,Not_Canceled
1.0,0.0,1.0,2.0,114.0,7.0,1.0,75.0,0.0,Canceled
1.0,0.0,0.0,3.0,37.0,10.0,13.0,95.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,320.0,8.0,18.0,115.0,1.0,Canceled
2.0,0.0,1.0,4.0,44.0,11.0,16.0,74.8,1.0,Not_Canceled
2.0,0.0,0.0,1.0,221.0,8.0,12.0,96.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,317.0,9.0,15.0,120.0,0.0,Canceled
2.0,0.0,2.0,1.0,116.0,2.0,28.0,72.0,0.0,Canceled
1.0,0.0,0.0,2.0,103.0,4.0,19.0,115.0,0.0,Canceled
2.0,0.0,2.0,2.0,62.0,9.0,3.0,106.88,0.0,Canceled
1.0,0.0,1.0,3.0,56.0,6.0,20.0,80.19,0.0,Canceled
1.0,0.0,1.0,5.0,32.0,2.0,22.0,49.67,1.0,Not_Canceled
1.0,0.0,2.0,2.0,3.0,11.0,29.0,65.0,0.0,Not_Canceled
1.0,0.0,1.0,0.0,111.0,10.0,10.0,120.0,0.0,Canceled
2.0,0.0,2.0,4.0,195.0,7.0,20.0,0.0,1.0,Not_Canceled
3.0,0.0,0.0,3.0,91.0,6.0,1.0,105.4,1.0,Not_Canceled
2.0,0.0,1.0,1.0,1.0,9.0,17.0,155.54,2.0,Not_Canceled
2.0,0.0,1.0,3.0,158.0,6.0,30.0,90.95,1.0,Not_Canceled
2.0,0.0,0.0,2.0,86.0,5.0,26.0,140.4,0.0,Canceled
2.0,0.0,0.0,3.0,34.0,9.0,23.0,224.67,0.0,Canceled
2.0,0.0,2.0,0.0,275.0,4.0,17.0,110.0,0.0,Canceled
2.0,0.0,2.0,0.0,160.0,8.0,7.0,72.25,1.0,Not_Canceled
2.0,0.0,0.0,2.0,114.0,10.0,13.0,130.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,23.0,9.0,4.0,105.0,0.0,Not_Canceled
2.0,2.0,1.0,3.0,10.0,9.0,7.0,159.75,1.0,Not_Canceled
2.0,2.0,0.0,1.0,1.0,6.0,10.0,200.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,10.0,9.0,5.0,164.0,1.0,Not_Canceled
2.0,0.0,0.0,1.0,55.0,4.0,6.0,104.0,0.0,Not_Canceled
1.0,0.0,1.0,0.0,3.0,5.0,23.0,135.8,1.0,Not_Canceled
2.0,0.0,1.0,3.0,27.0,9.0,28.0,149.88,0.0,Not_Canceled
2.0,0.0,1.0,2.0,57.0,6.0,10.0,90.67,1.0,Not_Canceled
2.0,0.0,2.0,2.0,1.0,10.0,9.0,145.0,2.0,Not_Canceled
2.0,0.0,0.0,2.0,76.0,10.0,13.0,98.25,1.0,Not_Canceled
2.0,0.0,0.0,3.0,213.0,6.0,7.0,130.0,0.0,Canceled
2.0,0.0,0.0,4.0,18.0,1.0,20.0,87.0,2.0,Not_Canceled
3.0,0.0,0.0,3.0,106.0,10.0,11.0,151.2,2.0,Canceled
1.0,0.0,1.0,0.0,13.0,12.0,5.0,96.0,0.0,Not_Canceled
2.0,0.0,2.0,1.0,37.0,9.0,10.0,85.5,0.0,Not_Canceled
2.0,0.0,0.0,5.0,67.0,3.0,29.0,82.45,1.0,Not_Canceled
2.0,0.0,0.0,3.0,143.0,8.0,25.0,100.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,110.0,4.0,20.0,90.95,0.0,Not_Canceled
2.0,0.0,0.0,2.0,133.0,10.0,21.0,110.7,1.0,Not_Canceled
1.0,0.0,1.0,2.0,3.0,12.0,19.0,79.5,0.0,Not_Canceled
2.0,0.0,1.0,2.0,280.0,9.0,19.0,110.0,0.0,Canceled
2.0,0.0,0.0,2.0,177.0,6.0,3.0,100.0,0.0,Canceled
3.0,0.0,1.0,2.0,59.0,6.0,3.0,156.3,2.0,Not_Canceled
2.0,0.0,2.0,2.0,18.0,12.0,4.0,102.88,0.0,Not_Canceled
2.0,0.0,0.0,1.0,55.0,4.0,6.0,104.0,0.0,Not_Canceled
2.0,0.0,1.0,5.0,26.0,11.0,3.0,99.45,0.0,Not_Canceled
2.0,0.0,0.0,5.0,128.0,8.0,9.0,103.5,0.0,Canceled
1.0,1.0,2.0,3.0,163.0,10.0,23.0,74.65,2.0,Not_Canceled
2.0,0.0,1.0,2.0,52.0,2.0,26.0,79.5,1.0,Canceled
2.0,0.0,2.0,1.0,15.0,3.0,5.0,84.33,0.0,Not_Canceled
1.0,0.0,1.0,0.0,3.0,8.0,2.0,0.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,86.0,8.0,12.0,117.9,0.0,Not_Canceled
1.0,0.0,0.0,3.0,11.0,3.0,16.0,31.0,0.0,Not_Canceled
2.0,0.0,3.0,6.0,119.0,7.0,18.0,119.28,1.0,Not_Canceled
2.0,0.0,1.0,2.0,273.0,5.0,13.0,95.0,0.0,Canceled
2.0,0.0,0.0,2.0,317.0,9.0,15.0,120.0,0.0,Canceled
1.0,0.0,1.0,1.0,301.0,7.0,30.0,90.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,314.0,10.0,12.0,75.0,0.0,Canceled
2.0,0.0,0.0,1.0,26.0,6.0,8.0,120.0,0.0,Not_Canceled
2.0,0.0,0.0,5.0,26.0,3.0,1.0,90.44,0.0,Not_Canceled
2.0,0.0,2.0,1.0,35.0,3.0,13.0,81.9,0.0,Not_Canceled
2.0,0.0,2.0,1.0,100.0,3.0,26.0,90.3,1.0,Not_Canceled
2.0,0.0,1.0,3.0,22.0,5.0,30.0,102.43,1.0,Not_Canceled
2.0,0.0,0.0,2.0,8.0,6.0,15.0,156.0,0.0,Canceled
1.0,0.0,0.0,1.0,0.0,12.0,13.0,67.0,1.0,Not_Canceled
2.0,0.0,2.0,1.0,130.0,10.0,29.0,104.4,2.0,Not_Canceled
3.0,0.0,0.0,4.0,106.0,8.0,24.0,152.1,0.0,Canceled
2.0,1.0,1.0,1.0,3.0,3.0,21.0,119.0,0.0,Not_Canceled
2.0,1.0,1.0,4.0,225.0,10.0,17.0,106.25,0.0,Canceled
2.0,0.0,1.0,0.0,55.0,11.0,13.0,102.6,2.0,Not_Canceled
2.0,0.0,0.0,3.0,80.0,9.0,3.0,89.25,0.0,Not_Canceled
2.0,0.0,2.0,6.0,171.0,7.0,22.0,81.25,2.0,Canceled
1.0,0.0,0.0,1.0,40.0,7.0,26.0,95.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,304.0,10.0,21.0,74.15,0.0,Canceled
1.0,0.0,2.0,1.0,116.0,12.0,17.0,79.2,2.0,Not_Canceled
2.0,1.0,2.0,4.0,72.0,9.0,19.0,71.4,1.0,Not_Canceled
2.0,0.0,2.0,6.0,172.0,7.0,23.0,89.25,1.0,Canceled
2.0,0.0,1.0,1.0,268.0,10.0,1.0,95.4,0.0,Canceled
3.0,0.0,1.0,2.0,33.0,1.0,25.0,95.0,0.0,Not_Canceled
2.0,0.0,2.0,1.0,142.0,8.0,9.0,76.5,1.0,Not_Canceled
3.0,0.0,0.0,2.0,40.0,3.0,18.0,131.4,0.0,Not_Canceled
2.0,1.0,1.0,1.0,60.0,4.0,30.0,114.57,0.0,Not_Canceled
2.0,0.0,1.0,4.0,67.0,4.0,4.0,80.75,0.0,Canceled
1.0,0.0,0.0,1.0,28.0,10.0,29.0,130.0,0.0,Not_Canceled
2.0,0.0,2.0,2.0,119.0,8.0,13.0,114.3,1.0,Not_Canceled
1.0,0.0,0.0,1.0,14.0,11.0,23.0,88.0,1.0,Not_Canceled
2.0,1.0,1.0,3.0,17.0,6.0,13.0,141.0,3.0,Not_Canceled
2.0,0.0,1.0,2.0,180.0,10.0,10.0,130.0,0.0,Canceled
1.0,0.0,0.0,3.0,19.0,10.0,6.0,80.0,0.0,Not_Canceled
1.0,0.0,2.0,1.0,11.0,2.0,13.0,62.91,1.0,Not_Canceled
2.0,0.0,0.0,3.0,37.0,10.0,13.0,105.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,143.0,7.0,19.0,121.8,0.0,Canceled
2.0,0.0,0.0,1.0,11.0,8.0,29.0,90.0,1.0,Not_Canceled
1.0,0.0,2.0,0.0,0.0,10.0,30.0,150.0,2.0,Not_Canceled
2.0,0.0,1.0,3.0,194.0,9.0,1.0,102.85,0.0,Canceled
1.0,0.0,2.0,3.0,66.0,6.0,26.0,122.72,0.0,Not_Canceled
2.0,0.0,1.0,1.0,35.0,3.0,5.0,95.4,0.0,Canceled
2.0,0.0,1.0,2.0,14.0,5.0,23.0,102.41,2.0,Not_Canceled
1.0,0.0,0.0,3.0,166.0,11.0,1.0,110.0,0.0,Canceled
1.0,0.0,1.0,0.0,12.0,10.0,9.0,65.0,0.0,Not_Canceled
1.0,0.0,0.0,1.0,3.0,4.0,21.0,95.0,1.0,Not_Canceled
3.0,0.0,2.0,2.0,135.0,7.0,15.0,92.28,2.0,Not_Canceled
2.0,0.0,1.0,2.0,418.0,9.0,26.0,107.0,0.0,Canceled
1.0,0.0,1.0,1.0,1.0,9.0,5.0,149.0,1.0,Not_Canceled
2.0,0.0,0.0,4.0,57.0,3.0,30.0,85.85,1.0,Not_Canceled
1.0,0.0,1.0,0.0,5.0,12.0,5.0,0.0,1.0,Not_Canceled
2.0,0.0,0.0,4.0,190.0,6.0,8.0,90.65,2.0,Canceled
1.0,0.0,2.0,3.0,21.0,9.0,15.0,145.0,2.0,Not_Canceled
2.0,0.0,2.0,2.0,192.0,12.0,4.0,72.75,2.0,Not_Canceled
2.0,0.0,0.0,2.0,31.0,12.0,2.0,88.0,0.0,Canceled
2.0,0.0,2.0,3.0,90.0,8.0,23.0,76.5,1.0,Not_Canceled
2.0,0.0,1.0,2.0,189.0,10.0,28.0,109.8,0.0,Canceled
1.0,0.0,0.0,3.0,12.0,8.0,5.0,60.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,292.0,7.0,21.0,115.0,0.0,Canceled
1.0,0.0,0.0,3.0,166.0,11.0,1.0,110.0,0.0,Canceled
2.0,0.0,2.0,2.0,80.0,3.0,25.0,74.8,1.0,Not_Canceled
2.0,0.0,0.0,2.0,245.0,6.0,17.0,75.0,0.0,Canceled
2.0,0.0,1.0,1.0,1.0,4.0,23.0,116.0,2.0,Not_Canceled
2.0,0.0,0.0,3.0,164.0,7.0,19.0,88.5,1.0,Not_Canceled
2.0,1.0,2.0,2.0,173.0,8.0,13.0,114.75,1.0,Canceled
2.0,0.0,2.0,0.0,3.0,6.0,26.0,113.0,2.0,Not_Canceled
2.0,0.0,1.0,1.0,247.0,6.0,6.0,115.0,1.0,Canceled
2.0,0.0,2.0,5.0,94.0,5.0,3.0,164.9,1.0,Canceled
2.0,0.0,0.0,3.0,18.0,1.0,21.0,77.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,60.0,11.0,18.0,75.0,0.0,Not_Canceled
2.0,0.0,2.0,0.0,5.0,9.0,20.0,100.0,0.0,Not_Canceled
1.0,0.0,0.0,1.0,2.0,1.0,27.0,0.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,130.0,9.0,29.0,139.5,2.0,Not_Canceled
2.0,0.0,0.0,3.0,211.0,8.0,23.0,77.03,0.0,Canceled
2.0,0.0,0.0,2.0,32.0,2.0,5.0,89.3,1.0,Not_Canceled
