Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,ReachedOnTime
A,Ship,4,4,155,3,medium,F,35,1421,Yes
B,Ship,5,3,230,3,medium,F,3,2923,Yes
C,Ship,4,5,192,2,medium,F,36,2497,Yes
F,Ship,5,2,235,3,low,M,14,2984,Yes
D,Ship,3,2,200,3,low,M,46,3642,Yes
F,Ship,5,2,172,3,medium,M,65,1667,Yes
A,Ship,5,4,160,4,low,F,6,1603,Yes
B,Ship,5,3,250,5,low,M,12,2722,Yes
C,Ship,4,2,174,3,low,M,9,1682,Yes
F,Ship,3,2,204,3,high,F,54,3608,Yes
D,Ship,3,5,274,3,medium,F,51,3476,Yes
F,Ship,5,5,262,2,medium,F,62,3744,Yes
A,Ship,4,5,138,3,medium,M,23,1785,Yes
B,Ship,3,1,215,3,medium,F,2,3873,Yes
C,Ship,3,1,145,2,low,F,34,1773,Yes
F,Road,4,5,149,2,medium,M,56,1141,Yes
D,Road,6,5,212,2,medium,M,38,2359,Yes
F,Road,3,1,155,3,medium,F,47,1193,Yes
A,Road,5,2,154,3,low,M,40,1238,Yes
B,Road,3,3,249,3,medium,M,51,2173,Yes
C,Road,5,1,206,2,low,M,2,3490,Yes
F,Road,4,5,235,3,medium,F,22,2015,Yes
D,Road,5,5,261,3,medium,F,8,3257,Yes
F,Road,6,1,243,4,high,F,22,3537,Yes
A,Road,3,2,237,2,high,M,26,3103,Yes
B,Road,2,4,179,2,low,F,19,1900,Yes
C,Road,4,3,192,3,low,F,43,3498,Yes
F,Road,3,1,141,3,medium,F,39,1838,Yes
D,Road,3,2,245,3,low,F,61,2188,Yes
F,Road,4,4,177,4,medium,F,32,1774,Yes
A,Road,2,3,154,4,high,F,17,1897,Yes
B,Road,4,4,228,3,medium,F,12,3359,Yes
C,Road,3,3,207,6,high,F,24,3702,Yes
F,Road,4,4,266,4,medium,F,33,2701,Yes
D,Road,3,3,172,3,medium,F,42,1707,Yes
F,Road,4,3,142,3,low,F,35,1512,Yes
A,Road,4,5,218,3,low,F,40,3200,Yes
B,Flight,3,3,231,2,low,M,46,2962,Yes
C,Flight,4,2,180,3,low,F,47,1434,Yes
F,Flight,3,1,168,3,low,M,46,1886,Yes
D,Flight,5,5,147,4,high,F,42,1642,Yes
F,Flight,5,4,245,5,low,M,6,3592,Yes
A,Flight,2,4,182,3,medium,M,47,3792,Yes
B,Flight,3,4,176,3,medium,F,8,1567,Yes
C,Flight,5,3,197,4,medium,F,51,2917,Yes
F,Flight,3,5,233,3,medium,M,52,3519,Yes
D,Flight,3,4,156,2,low,M,8,1145,Yes
F,Flight,2,3,257,4,medium,F,52,2073,Yes
A,Flight,5,4,250,3,low,F,11,3373,Yes
B,Flight,5,4,189,5,low,M,3,3301,Yes
C,Flight,3,3,255,2,high,M,7,3311,Yes
F,Flight,2,3,198,2,medium,M,28,3514,Yes
D,Flight,4,2,164,3,medium,M,15,1489,Yes
F,Flight,5,2,271,3,medium,M,32,3785,Yes
A,Flight,3,1,185,2,medium,F,34,3299,Yes
B,Flight,2,5,157,6,high,F,17,1764,Yes
C,Flight,3,2,137,2,medium,M,17,1673,Yes
F,Flight,3,3,229,3,low,M,14,2164,Yes
D,Flight,3,3,234,2,medium,F,39,2449,Yes
F,Ship,4,3,216,2,low,M,52,3578,Yes
A,Ship,3,1,163,4,low,F,20,1940,Yes
B,Ship,5,2,268,3,low,M,19,2526,Yes
C,Ship,3,3,205,5,medium,M,35,2988,Yes
F,Ship,4,5,265,2,medium,F,18,2969,Yes
D,Ship,2,2,236,3,medium,M,3,3416,Yes
F,Ship,4,1,132,3,low,M,63,1901,Yes
A,Ship,3,4,234,2,medium,M,46,3108,Yes
B,Ship,4,3,108,6,low,F,22,1745,Yes
C,Ship,4,2,276,2,low,M,54,3706,Yes
F,Ship,4,2,179,4,low,M,1,1063,Yes
D,Ship,4,1,230,3,medium,M,40,2225,Yes
F,Ship,3,2,210,3,medium,F,43,2096,Yes
A,Ship,3,2,173,3,low,F,15,1992,Yes
B,Ship,2,5,201,3,medium,F,29,3894,Yes
C,Ship,3,3,214,2,low,M,21,3342,Yes
F,Ship,4,2,216,2,medium,F,22,3024,Yes
D,Ship,2,5,144,3,medium,M,61,1313,Yes
F,Ship,5,5,182,3,medium,F,27,3039,Yes
A,Ship,3,3,163,2,medium,F,48,1369,Yes
B,Ship,3,3,234,3,medium,F,8,2334,Yes
C,Ship,3,2,158,3,high,F,59,1307,Yes
F,Ship,3,5,194,2,medium,M,4,3496,Yes
D,Ship,3,1,201,6,medium,F,3,2497,Yes
F,Ship,3,2,178,2,medium,F,59,1933,Yes
A,Ship,4,1,214,5,medium,M,51,2669,Yes
B,Ship,3,3,281,2,medium,M,55,3047,Yes
C,Ship,3,2,260,3,medium,F,2,2176,Yes
F,Ship,3,2,200,2,medium,F,46,3174,Yes
D,Ship,5,3,209,2,high,F,49,2581,Yes
F,Ship,3,1,185,3,low,M,61,3280,Yes
A,Ship,4,3,230,3,low,F,62,2236,Yes
B,Ship,3,4,134,3,medium,F,31,1540,Yes
C,Ship,4,5,270,2,low,F,34,2821,Yes
F,Ship,4,1,140,3,medium,F,1,1464,Yes
D,Ship,6,3,133,5,medium,M,32,1367,Yes
F,Ship,3,4,145,3,medium,M,44,1218,Yes
A,Ship,4,3,206,3,medium,M,58,2135,Yes
B,Ship,3,1,162,2,low,F,52,1125,Yes
C,Ship,4,3,187,2,low,F,58,3665,Yes
F,Ship,4,4,166,5,low,F,54,1203,Yes
D,Ship,4,5,178,3,low,F,48,1819,Yes
F,Ship,3,1,167,2,high,F,34,1967,Yes
A,Ship,4,4,224,3,high,M,60,3145,Yes
B,Ship,4,4,158,3,medium,M,11,1224,Yes
C,Ship,3,4,134,2,medium,M,43,1198,Yes
F,Ship,4,2,147,2,medium,F,20,1387,Yes
D,Ship,4,3,187,3,low,M,61,2207,Yes
F,Ship,4,5,247,2,medium,F,18,2404,Yes
A,Ship,5,4,182,4,high,M,20,2212,Yes
B,Ship,4,1,177,4,medium,F,33,1049,Yes
C,Ship,5,5,143,2,high,F,18,1066,Yes
F,Ship,5,3,245,2,medium,F,8,3231,Yes
D,Ship,4,1,133,4,medium,M,64,1834,Yes
F,Ship,3,5,224,2,low,M,13,3891,Yes
A,Ship,2,5,265,2,low,F,50,3859,Yes
B,Ship,4,1,138,2,low,M,28,1528,Yes
C,Ship,3,4,253,3,low,M,6,3788,Yes
F,Ship,4,1,165,3,medium,M,51,1293,Yes
D,Ship,4,3,265,3,low,F,65,3578,Yes
F,Ship,3,2,238,3,high,F,54,3142,Yes
A,Ship,5,2,236,3,low,F,51,3402,Yes
B,Ship,4,2,190,5,high,F,38,3022,Yes
C,Ship,6,1,104,4,medium,F,23,1442,Yes
F,Ship,4,5,245,2,low,F,19,2616,Yes
D,Ship,3,1,155,3,medium,F,27,1022,Yes
F,Ship,3,2,233,3,low,M,63,2143,Yes
A,Ship,4,3,171,4,low,F,55,1539,Yes
B,Ship,2,3,164,2,low,M,56,1491,Yes
C,Ship,3,1,141,3,low,M,6,1361,Yes
F,Ship,5,3,266,2,low,F,61,2118,Yes
D,Ship,3,4,192,2,low,F,56,3765,Yes
F,Ship,3,3,229,6,medium,F,61,2298,Yes
A,Ship,6,2,269,4,medium,M,38,3171,Yes
B,Ship,3,4,247,4,low,M,59,2939,Yes
C,Ship,4,4,157,2,low,F,2,1087,Yes
F,Ship,3,2,148,3,medium,F,64,1280,Yes
D,Ship,4,1,240,2,low,M,14,2437,Yes
F,Ship,4,3,197,4,medium,M,58,3617,Yes
A,Ship,6,4,121,5,low,M,23,1734,Yes
B,Ship,4,2,124,3,high,M,60,1107,Yes
C,Ship,4,2,153,3,medium,F,53,1185,Yes
F,Ship,5,2,105,4,high,M,1,1622,Yes
D,Ship,4,3,202,3,medium,M,2,3962,Yes
F,Ship,5,4,162,2,low,F,54,1635,Yes
A,Ship,3,4,164,3,medium,M,13,1158,Yes
B,Ship,3,2,231,4,medium,M,48,3370,Yes
C,Ship,5,2,209,4,medium,F,12,2933,Yes
F,Ship,3,1,157,2,high,M,19,1898,Yes
D,Ship,4,5,249,2,low,M,4,2725,Yes
F,Ship,2,3,264,2,low,F,63,2896,Yes
A,Ship,3,1,111,4,low,M,61,1844,Yes
B,Ship,3,1,242,3,medium,F,10,3606,Yes
C,Road,4,4,169,3,low,M,23,1058,Yes
F,Road,5,3,138,2,low,M,13,1056,Yes
D,Road,5,1,158,3,low,M,9,1483,Yes
F,Road,5,3,146,4,low,M,5,1718,Yes
A,Road,4,4,218,5,medium,F,36,2995,Yes
B,Road,3,2,178,2,medium,F,22,1247,Yes
C,Road,4,5,197,3,low,F,34,3784,Yes
F,Road,3,3,243,2,medium,M,17,3230,Yes
D,Road,5,2,254,4,high,M,37,2608,Yes
F,Road,3,1,237,4,low,M,33,2782,Yes
A,Road,5,1,179,3,low,F,62,1945,Yes
B,Road,3,2,189,3,medium,M,38,2108,Yes
C,Road,4,3,244,3,medium,M,1,3982,Yes
F,Road,3,3,266,2,medium,M,46,3594,Yes
D,Road,5,4,263,3,high,M,10,2538,Yes
F,Road,3,2,247,2,medium,M,39,3189,Yes
A,Road,4,5,202,3,low,F,6,2616,Yes
B,Road,4,4,227,3,medium,F,1,2761,Yes
C,Road,4,5,189,2,low,F,15,2457,Yes
F,Road,6,4,160,2,low,F,31,1689,Yes
D,Road,3,3,117,3,medium,M,56,1618,Yes
F,Road,3,1,202,2,high,M,52,2312,Yes
A,Flight,4,3,201,3,medium,F,54,2487,Yes
B,Flight,3,4,273,2,medium,F,39,2651,Yes
C,Flight,4,4,143,2,medium,M,58,1038,Yes
F,Flight,4,5,137,4,high,M,29,1262,Yes
D,Flight,5,5,236,3,high,M,34,3455,Yes
F,Flight,4,2,241,2,low,M,17,3844,Yes
A,Flight,4,2,187,2,low,F,6,3625,Yes
B,Flight,4,5,273,2,high,M,63,3516,Yes
C,Flight,5,2,170,3,low,M,15,1314,Yes
F,Flight,3,5,138,3,low,F,37,1266,Yes
D,Flight,5,4,150,2,low,M,60,1034,Yes
F,Flight,5,5,140,3,high,F,42,1384,Yes
A,Flight,4,1,250,2,low,M,17,3544,Yes
B,Flight,3,3,207,7,medium,M,19,2182,Yes
C,Flight,4,4,214,3,low,M,36,2684,Yes
F,Flight,4,1,179,3,low,M,63,1215,Yes
D,Flight,5,1,149,4,medium,F,20,1110,Yes
F,Flight,3,5,151,2,low,F,16,1422,Yes
A,Flight,4,3,264,3,medium,M,23,2376,Yes
B,Flight,6,5,113,3,high,M,31,1037,Yes
C,Flight,6,1,281,3,medium,F,36,2536,Yes
F,Flight,4,2,197,7,medium,M,43,3730,Yes
D,Ship,3,4,265,8,low,F,35,3299,Yes
F,Ship,4,2,259,3,low,F,47,3764,Yes
A,Ship,5,1,200,8,low,F,18,3806,Yes
B,Ship,2,4,111,2,high,M,60,1787,Yes
C,Ship,3,5,223,3,medium,M,53,3670,Yes
F,Ship,3,3,241,3,low,M,5,2713,Yes
D,Ship,4,1,139,3,low,F,25,1152,Yes
F,Ship,7,1,192,3,low,M,38,1372,Yes
A,Ship,3,4,117,3,medium,M,23,1527,Yes
B,Ship,3,1,202,2,high,F,21,3120,Yes
C,Ship,4,2,201,3,medium,F,39,2066,Yes
F,Ship,3,3,273,2,medium,F,16,2466,Yes
D,Ship,4,3,143,2,medium,F,64,1910,Yes
F,Ship,4,1,137,4,high,M,15,1391,Yes
A,Ship,5,3,236,3,high,F,47,3519,Yes
B,Ship,4,1,241,2,low,F,39,2935,Yes
C,Ship,4,5,187,2,low,M,44,3218,Yes
F,Ship,4,3,273,2,high,M,43,3462,Yes
D,Ship,5,3,170,3,low,F,12,1018,Yes
F,Ship,3,4,138,3,low,F,54,1648,Yes
A,Ship,5,3,150,2,low,M,2,1682,Yes
B,Ship,5,4,140,3,high,F,56,1332,Yes
C,Ship,4,3,250,2,low,F,46,2878,Yes
F,Ship,3,4,207,7,medium,F,46,2670,Yes
D,Ship,4,2,214,3,low,F,18,2574,Yes
F,Ship,4,3,179,3,low,M,45,1903,Yes
A,Ship,5,2,149,4,medium,M,48,1068,Yes
B,Ship,3,1,151,2,low,F,4,1748,Yes
C,Ship,4,5,264,3,medium,M,16,2245,Yes
F,Ship,6,5,113,3,high,F,35,1402,Yes
D,Ship,6,3,281,3,medium,M,11,2135,Yes
F,Ship,4,4,197,7,medium,F,22,2065,Yes
A,Ship,3,4,265,8,low,M,2,3622,Yes
B,Ship,4,1,259,3,low,M,39,2427,Yes
C,Ship,5,3,200,8,low,F,9,2741,Yes
F,Ship,2,1,111,2,high,F,10,1920,Yes
D,Ship,3,2,223,3,medium,F,6,2127,Yes
F,Ship,3,2,241,3,low,M,22,3030,Yes
A,Ship,4,5,139,3,low,F,65,1277,Yes
B,Ship,7,4,192,3,low,F,33,1694,Yes
C,Ship,3,5,180,4,medium,F,59,1481,Yes
F,Ship,3,3,153,5,low,M,35,1089,Yes
D,Ship,2,4,280,4,low,M,48,1463,Yes
F,Ship,7,5,243,5,medium,M,28,1100,Yes
A,Ship,3,4,214,2,low,M,50,3881,Yes
B,Ship,4,4,177,2,low,M,6,1112,Yes
C,Ship,3,2,182,3,medium,F,39,3828,Yes
F,Ship,4,5,185,3,medium,M,17,2824,Yes
D,Ship,3,3,143,3,medium,M,23,1281,Yes
F,Ship,3,3,162,3,medium,M,7,1901,Yes
A,Ship,3,1,171,2,low,M,34,1999,Yes
B,Ship,5,1,227,3,low,F,14,2589,Yes
C,Ship,3,5,205,6,low,F,25,2232,Yes
F,Ship,3,5,258,3,low,M,17,3033,Yes
D,Ship,4,5,195,5,medium,F,10,3537,Yes
F,Ship,4,1,224,2,low,M,8,3638,Yes
A,Ship,2,5,192,6,low,F,41,2673,Yes
B,Ship,3,3,202,3,medium,F,35,3986,Yes
C,Ship,5,3,235,2,medium,F,12,3358,Yes
F,Ship,3,4,218,3,low,M,22,3818,Yes
D,Ship,6,5,176,4,medium,M,31,1262,Yes
F,Ship,3,3,221,2,medium,F,26,3120,Yes
A,Ship,3,4,157,3,low,F,32,1370,Yes
B,Ship,4,2,259,4,low,F,13,2495,Yes
C,Ship,2,1,249,3,low,M,11,2534,Yes
F,Ship,4,1,263,5,low,F,62,2292,Yes
D,Ship,4,3,141,3,low,F,2,1915,Yes
F,Ship,4,1,114,3,medium,F,9,1240,Yes
A,Ship,3,4,179,4,low,F,44,1004,Yes
B,Ship,4,3,179,3,medium,M,40,1584,Yes
C,Ship,3,5,193,3,low,F,47,3523,Yes
F,Ship,3,2,137,3,medium,F,23,1246,Yes
D,Ship,3,5,110,3,low,M,55,1875,Yes
F,Ship,3,1,270,3,medium,F,61,3582,Yes
A,Ship,5,1,175,3,medium,F,64,1110,Yes
B,Ship,5,1,234,2,low,M,12,2372,Yes
C,Ship,2,4,177,3,medium,M,48,1113,Yes
F,Ship,3,4,153,2,low,F,24,1442,Yes
D,Ship,4,5,252,3,low,M,16,2332,Yes
F,Ship,2,4,122,2,low,F,32,1213,Yes
A,Ship,4,5,215,2,medium,F,34,2258,Yes
B,Ship,3,3,140,4,low,F,47,1207,Yes
C,Ship,3,1,209,2,low,M,43,2237,Yes
F,Ship,2,3,144,3,high,M,40,1500,Yes
D,Ship,4,2,210,3,low,M,16,2046,Yes
F,Ship,5,1,160,3,medium,F,22,1693,Yes
A,Ship,5,4,134,2,low,F,20,1549,Yes
B,Ship,3,2,138,3,medium,F,34,1159,Yes
C,Ship,4,3,200,2,medium,M,65,3485,Yes
F,Ship,5,4,133,2,medium,M,30,1161,Yes
D,Ship,2,4,121,5,low,M,32,1788,Yes
F,Ship,4,3,257,3,medium,M,5,2489,Yes
A,Ship,4,5,255,4,low,M,14,3099,Yes
B,Road,4,1,158,3,low,F,32,1061,Yes
C,Road,4,4,248,4,low,F,49,2322,Yes
F,Road,2,3,194,4,medium,M,65,3795,Yes
D,Road,4,3,184,3,medium,F,19,2774,Yes
F,Road,5,5,249,4,medium,F,38,2797,Yes
A,Road,5,5,170,2,medium,F,36,1278,Yes
B,Road,3,4,261,2,medium,F,1,3398,Yes
C,Road,3,2,262,2,low,F,26,2370,Yes
F,Road,4,4,224,3,medium,M,9,2952,Yes
D,Road,3,4,130,2,medium,F,42,1213,Yes
F,Road,4,1,133,3,low,M,57,1379,Yes
A,Road,3,1,145,4,low,F,58,1751,Yes
B,Road,2,4,136,6,low,F,53,1213,Yes
C,Road,4,5,163,5,low,M,24,1658,Yes
F,Road,3,3,183,3,low,F,45,2181,Yes
D,Road,5,3,216,3,medium,F,1,2434,Yes
F,Road,4,1,182,3,medium,M,28,2005,Yes
A,Road,4,5,191,3,low,F,19,2392,Yes
B,Road,3,2,140,2,high,F,7,1401,Yes
C,Road,4,4,161,3,high,F,59,1165,Yes
F,Road,4,2,200,4,low,M,43,2747,Yes
D,Road,4,1,176,3,medium,F,36,1891,Yes
F,Flight,5,2,247,3,low,M,32,3645,Yes
A,Flight,3,4,262,2,low,M,15,3287,Yes
B,Flight,4,5,154,2,low,F,49,1532,Yes
C,Flight,3,1,186,3,medium,F,11,3800,Yes
F,Flight,2,1,98,3,low,F,29,1806,Yes
D,Flight,3,3,268,3,low,F,33,3872,Yes
F,Flight,5,3,178,2,medium,F,60,1830,Yes
A,Flight,3,1,142,2,high,M,18,1428,Yes
B,Flight,4,5,160,3,low,M,33,1837,Yes
C,Flight,5,2,232,2,medium,M,24,2174,Yes
F,Flight,4,2,209,2,low,F,23,2533,Yes
D,Flight,4,2,230,3,medium,M,33,3602,Yes
F,Flight,5,4,223,3,low,F,40,2074,Yes
A,Flight,4,4,201,3,high,F,7,2644,Yes
B,Flight,3,5,224,3,medium,F,20,2937,Yes
C,Flight,2,3,251,3,low,F,2,3351,Yes
F,Flight,3,4,145,6,medium,M,57,1949,Yes
D,Flight,5,4,271,3,medium,F,16,2563,Yes
F,Flight,3,5,218,4,medium,M,60,3048,Yes
A,Flight,3,4,229,2,low,M,51,2628,Yes
B,Flight,5,2,278,2,low,F,17,2493,Yes
C,Flight,2,4,168,3,low,F,15,1886,Yes
F,Ship,5,2,151,6,medium,M,12,1920,Yes
D,Ship,3,1,232,3,low,M,9,2958,Yes
F,Ship,3,2,140,2,low,F,16,1685,Yes
A,Ship,4,2,141,3,low,M,34,1619,Yes
B,Ship,5,4,182,5,medium,F,23,3398,Yes
C,Ship,4,2,139,5,low,F,52,1977,Yes
F,Ship,5,2,145,5,medium,F,22,1818,Yes
D,Ship,4,4,140,3,medium,M,11,1911,Yes
F,Ship,3,4,267,3,medium,F,62,3589,Yes
A,Ship,3,1,191,3,high,F,60,2069,Yes
B,Ship,4,2,133,4,medium,F,52,1401,Yes
C,Ship,4,2,170,2,low,F,1,1446,Yes
F,Ship,4,5,170,2,low,F,57,1533,Yes
D,Ship,3,2,149,4,medium,F,21,1636,Yes
F,Ship,5,4,279,2,medium,F,1,3933,Yes
A,Ship,4,3,121,2,medium,M,11,1906,Yes
B,Ship,3,2,139,2,low,M,63,1767,Yes
C,Ship,3,4,265,2,high,F,64,2493,Yes
F,Ship,5,2,239,5,medium,M,24,2472,Yes
D,Ship,4,3,119,5,medium,M,5,1841,Yes
F,Ship,4,1,265,4,low,F,30,3896,Yes
A,Ship,5,3,144,6,medium,F,35,1009,Yes
B,Ship,3,2,148,2,low,F,58,1537,Yes
C,Ship,5,4,269,2,medium,M,38,2770,Yes
F,Ship,2,3,188,3,medium,F,51,3191,Yes
D,Ship,3,4,187,2,high,M,8,3725,Yes
F,Ship,6,1,168,5,high,F,65,1601,Yes
A,Ship,4,1,199,2,low,F,46,3371,Yes
B,Ship,4,3,261,3,low,F,10,2802,Yes
C,Ship,3,1,218,3,low,M,4,2304,Yes
F,Ship,3,1,196,3,low,F,64,2911,Yes
D,Ship,4,5,147,3,medium,F,46,1469,Yes
F,Ship,4,2,208,3,high,M,17,2777,Yes
A,Ship,3,1,178,5,low,F,15,1242,Yes
B,Ship,4,4,197,3,medium,M,20,3080,Yes
C,Ship,2,4,206,2,low,F,30,3955,Yes
F,Ship,4,1,222,3,medium,M,45,3158,Yes
D,Ship,3,3,247,2,medium,M,55,3461,Yes
F,Ship,4,1,222,3,medium,M,25,2582,Yes
A,Ship,6,1,205,5,low,M,14,3213,Yes
B,Ship,5,2,244,3,low,M,8,3571,Yes
C,Ship,2,4,194,6,medium,F,39,3770,Yes
F,Ship,4,5,190,2,low,M,36,3548,Yes
D,Ship,3,4,169,2,low,M,17,1242,Yes
F,Ship,3,2,251,2,low,F,5,3443,Yes
A,Ship,2,2,161,2,medium,F,1,1642,Yes
B,Ship,3,2,252,4,low,M,29,2353,Yes
C,Ship,4,2,271,3,low,F,19,2693,Yes
F,Ship,5,3,150,3,medium,M,21,1187,Yes
D,Ship,3,5,212,3,high,M,6,2069,Yes
F,Ship,5,3,198,4,high,M,65,3407,Yes
A,Ship,3,4,266,2,high,F,33,3798,Yes
B,Ship,3,4,255,4,low,F,12,2266,Yes
C,Ship,4,1,166,3,high,F,3,1453,Yes
F,Ship,3,2,232,2,low,F,39,2139,Yes
D,Ship,3,5,198,2,medium,F,62,3015,Yes
F,Ship,4,3,170,3,low,F,21,1588,Yes
A,Ship,4,2,162,2,low,M,16,1014,Yes
B,Ship,3,4,135,3,low,M,22,1378,Yes
C,Ship,3,5,242,3,medium,M,19,3753,Yes
F,Ship,4,3,206,3,medium,F,20,2247,Yes
D,Ship,5,5,253,6,medium,M,59,2627,Yes
F,Ship,5,3,208,3,medium,M,35,3884,Yes
A,Ship,3,3,250,3,low,F,33,3463,Yes
B,Ship,4,1,143,2,medium,M,3,1996,Yes
C,Ship,5,5,236,3,medium,F,62,3365,Yes
F,Ship,4,4,147,3,low,M,13,1145,Yes
D,Ship,2,5,113,5,low,M,43,1638,Yes
F,Ship,5,1,165,2,high,M,54,1190,Yes
A,Ship,4,1,235,4,low,M,22,2066,Yes
B,Ship,4,5,186,10,low,F,42,3521,Yes
C,Ship,4,2,274,10,medium,F,29,2949,Yes
F,Ship,2,5,163,3,medium,F,37,1079,Yes
D,Ship,4,4,161,3,low,F,6,1386,Yes
F,Ship,4,4,264,2,low,M,35,2336,Yes
A,Ship,3,1,255,2,medium,M,42,3459,Yes
B,Ship,4,1,258,3,medium,M,3,3928,Yes
C,Ship,5,5,261,8,medium,M,39,2103,Yes
F,Ship,5,3,188,7,medium,M,3,3637,Yes
D,Ship,3,4,188,3,high,M,11,3072,Yes
F,Ship,3,2,160,10,medium,M,25,1548,Yes
A,Ship,3,2,214,2,low,M,26,3503,Yes
B,Ship,4,4,209,8,medium,F,46,3345,Yes
C,Ship,4,1,208,7,high,M,8,2193,Yes
F,Ship,3,3,265,4,low,M,47,2557,Yes
D,Ship,4,1,161,2,high,F,41,1992,Yes
F,Ship,5,3,217,3,high,F,61,3067,Yes
A,Ship,3,1,210,2,low,F,52,2444,Yes
B,Ship,3,3,179,2,low,F,60,1808,Yes
C,Ship,3,2,180,4,medium,M,55,1165,Yes
F,Ship,3,3,153,5,low,F,12,1972,Yes
D,Ship,4,3,162,2,low,M,2,1714,Yes
F,Ship,3,2,135,3,low,M,27,1898,Yes
A,Road,3,5,242,3,medium,F,3,2268,Yes
B,Road,4,4,206,3,medium,F,33,2804,Yes
C,Road,5,1,253,6,medium,M,12,2486,Yes
F,Road,5,2,208,3,medium,M,8,3442,Yes
D,Road,3,2,250,3,low,F,49,3798,Yes
F,Road,4,5,143,2,medium,F,20,1360,Yes
A,Road,5,3,236,3,medium,M,7,3589,Yes
B,Road,4,1,147,3,low,F,15,1956,Yes
C,Road,2,1,113,5,low,F,9,1957,Yes
F,Road,5,4,165,2,high,M,46,1482,Yes
D,Road,4,4,235,4,low,M,50,2020,Yes
F,Road,4,2,186,10,low,M,45,3722,Yes
A,Road,4,5,274,10,medium,F,5,3910,Yes
B,Road,2,2,163,3,medium,M,35,1547,Yes
C,Road,4,2,161,3,low,F,22,1819,Yes
F,Road,4,1,264,2,low,M,8,2436,Yes
D,Road,3,3,255,2,medium,M,3,2894,Yes
F,Road,4,1,258,3,medium,M,53,2428,Yes
A,Road,5,2,261,8,medium,F,1,3308,Yes
B,Road,5,4,188,7,medium,F,48,2466,Yes
C,Road,3,5,188,3,high,F,9,3206,Yes
F,Road,3,1,160,10,medium,F,29,1952,Yes
D,Flight,3,1,214,2,low,F,50,2720,Yes
F,Flight,4,5,209,8,medium,F,59,2948,Yes
A,Flight,4,1,208,7,high,F,65,2674,Yes
B,Flight,3,1,265,4,low,M,50,2249,Yes
C,Flight,4,1,161,2,high,F,21,1075,Yes
F,Flight,5,2,217,3,high,M,21,2600,Yes
D,Flight,3,4,210,2,low,F,35,2741,Yes
F,Flight,3,3,179,2,low,F,62,1765,Yes
A,Flight,3,2,180,4,medium,M,52,1329,Yes
B,Flight,4,5,158,5,medium,F,55,1936,Yes
C,Flight,6,1,291,5,medium,F,53,1682,Yes
F,Flight,5,2,231,2,medium,F,55,3894,Yes
D,Flight,4,5,163,4,low,F,49,1470,Yes
F,Flight,5,3,146,3,low,M,41,1204,Yes
A,Flight,2,5,272,2,low,M,24,3638,Yes
B,Flight,2,1,121,2,medium,F,18,1839,Yes
C,Flight,6,2,118,2,low,M,40,1014,Yes
F,Flight,3,5,173,2,low,M,14,1638,Yes
D,Flight,4,5,243,2,low,M,23,2686,Yes
F,Flight,5,4,229,3,medium,M,29,2505,Yes
A,Flight,5,3,96,4,medium,F,12,1655,Yes
B,Flight,5,5,249,3,medium,M,55,3558,Yes
C,Ship,3,2,165,2,low,F,24,1966,Yes
F,Ship,4,5,223,3,medium,F,63,2427,Yes
D,Ship,3,3,267,2,low,F,52,2949,Yes
F,Ship,4,4,140,2,low,F,47,1831,Yes
A,Ship,4,4,209,3,low,F,44,2075,Yes
B,Ship,3,5,243,3,medium,M,4,3189,Yes
C,Ship,3,2,175,4,medium,F,17,1276,Yes
F,Ship,5,4,133,3,low,M,9,1051,Yes
D,Ship,3,3,167,3,medium,F,24,1111,Yes
F,Ship,6,1,172,6,high,F,50,1052,Yes
A,Ship,5,4,257,2,low,M,55,2257,Yes
B,Ship,3,3,202,2,medium,M,39,3857,Yes
C,Ship,3,1,223,3,medium,F,31,3942,Yes
F,Ship,3,2,182,2,low,F,40,2592,Yes
D,Ship,3,2,234,3,medium,M,33,2789,Yes
F,Ship,3,5,140,3,low,F,30,1035,Yes
A,Ship,4,3,136,3,medium,M,9,1548,Yes
B,Ship,4,3,210,3,medium,F,6,2568,Yes
C,Ship,5,1,259,3,high,F,37,3023,Yes
F,Ship,4,2,141,2,medium,M,52,1012,Yes
D,Ship,4,3,151,4,medium,M,13,1583,Yes
F,Ship,3,5,164,3,medium,F,43,1423,Yes
A,Ship,3,3,141,2,medium,F,48,1758,Yes
B,Ship,3,3,271,2,medium,M,15,3542,Yes
C,Ship,4,3,191,4,low,F,15,2544,Yes
F,Ship,3,1,181,3,medium,M,22,3266,Yes
D,Ship,3,3,241,5,low,M,8,2182,Yes
F,Ship,3,3,254,3,medium,M,3,2837,Yes
A,Ship,3,2,146,6,medium,F,62,1162,Yes
B,Ship,5,1,271,2,high,M,46,2744,Yes
C,Ship,3,1,185,2,medium,F,42,2803,Yes
F,Ship,4,5,170,3,low,F,9,1138,Yes
D,Ship,4,1,265,2,medium,M,18,3327,Yes
F,Ship,4,4,142,4,low,F,8,1777,Yes
A,Ship,2,5,228,2,low,F,49,3024,Yes
B,Ship,4,5,262,4,low,M,16,2871,Yes
C,Ship,3,3,205,2,medium,F,54,2427,Yes
F,Ship,4,1,178,2,high,M,39,1362,Yes
D,Ship,2,2,153,2,low,M,46,1130,Yes
F,Ship,3,4,186,2,low,M,63,3447,Yes
